UN Region,Sex,Age Group,Cause,Value,Low,High
Northern America,Female,75-79,Ischaemic heart disease,3044.17218,1617.11085,4309.5447
Northern America,Female,80+,Ischaemic heart disease,20045.26227,10648.68563,28387.79462
Northern America,Female,15-19,Lower respiratory infections,1.66784,0.42994,3.82579
Northern America,Female,20-24,Lower respiratory infections,4.53434,1.1723,10.38819
Northern America,Female,25-29,Lower respiratory infections,6.83524,1.77049,15.64692
Northern America,Female,30-34,Lower respiratory infections,11.32617,2.92898,25.94548
Northern America,Female,35-39,Lower respiratory infections,10.99404,2.83548,25.2133
Northern America,Female,40-44,Lower respiratory infections,15.88702,4.10175,36.4184
Northern America,Female,45-49,Lower respiratory infections,26.47387,6.83103,60.70226
Northern America,Female,50-54,Lower respiratory infections,43.69491,11.27537,100.18557
Northern America,Female,55-59,Lower respiratory infections,74.9306,19.328,171.83297
Northern America,Female,60-64,Lower respiratory infections,109.18658,28.18491,250.31171
Northern America,Female,65-69,Lower respiratory infections,142.24903,36.74225,326.02213
Northern America,Female,70-74,Lower respiratory infections,198.3008,51.21545,454.50556
Northern America,Female,75-79,Lower respiratory infections,237.06614,61.06468,543.96833
Northern America,Female,80+,Lower respiratory infections,1516.26795,387.57527,3489.66975
Northern America,Female,All,Lower respiratory infections,2416.6249,620.01344,5554.07205
Northern America,Female,25-29,"Trachea, bronchus, lung cancers",0.26007,0.11283,0.49725
Northern America,Female,30-34,"Trachea, bronchus, lung cancers",1.06637,0.46331,2.0439
Northern America,Female,35-39,"Trachea, bronchus, lung cancers",2.8417,1.2308,5.41705
Northern America,Female,40-44,"Trachea, bronchus, lung cancers",8.29773,3.59202,15.80316
Northern America,Female,45-49,"Trachea, bronchus, lung cancers",24.01566,10.3938,45.71985
Northern America,Female,50-54,"Trachea, bronchus, lung cancers",68.35067,29.59496,130.225
Northern America,Female,55-59,"Trachea, bronchus, lung cancers",161.24792,69.84733,307.44086
Northern America,Female,60-64,"Trachea, bronchus, lung cancers",215.04726,93.19307,410.33672
Northern America,Female,65-69,"Trachea, bronchus, lung cancers",282.14629,122.24451,538.16496
Northern America,Female,70-74,"Trachea, bronchus, lung cancers",354.23518,153.48242,675.69947
Northern America,Female,75-79,"Trachea, bronchus, lung cancers",328.75097,142.43179,627.02037
Northern America,Female,80+,"Trachea, bronchus, lung cancers",562.07079,243.53174,1072.13324
Northern America,Female,All,Ischaemic heart disease,31052.2137,16495.63064,43966.44547
Northern America,Female,25-29,Stroke,7.96404,2.5341,15.92155
Northern America,Female,30-34,Stroke,13.87818,4.42483,27.71409
Northern America,Female,35-39,Stroke,22.81715,7.28002,45.54697
Northern America,Female,40-44,Stroke,31.07192,9.88908,62.11058
Northern America,Female,45-49,Stroke,51.83459,16.50646,103.58122
Northern America,Female,50-54,Stroke,93.6381,29.83169,187.07182
Northern America,Female,55-59,Stroke,162.46988,51.74976,324.62221
Northern America,Female,60-64,Stroke,220.74154,70.28231,441.14907
Northern America,Female,65-69,Stroke,315.28115,100.37023,630.12937
Northern America,Female,70-74,Stroke,474.29051,150.88778,948.28807
Northern America,Female,75-79,Stroke,640.08096,203.43955,1280.43152
Northern America,Female,80+,Stroke,4125.41806,1308.60224,8261.57742
Northern America,Female,All,Stroke,6159.48609,1955.79805,12328.14388
Northern America,Female,25-29,Chronic obstructive pulmonary disease,0.60016,0.0881,1.64335
Northern America,Female,30-34,Chronic obstructive pulmonary disease,1.82994,0.26949,5.00599
Northern America,Female,35-39,Chronic obstructive pulmonary disease,2.90581,0.42694,7.95447
Northern America,Female,40-44,Chronic obstructive pulmonary disease,8.87892,1.30845,24.28432
Northern America,Female,45-49,Chronic obstructive pulmonary disease,24.51451,3.60762,67.07554
Northern America,Female,80+,Chronic obstructive pulmonary disease,2892.18994,423.74946,7923.47443
Northern America,Female,All,Chronic obstructive pulmonary disease,5843.48674,857.10974,16004.03428
Northern America,Female,0-4,Lower respiratory infections,13.40811,3.46693,30.71636
Northern America,Female,5-9,Lower respiratory infections,1.95711,0.50542,4.48584
Northern America,Female,10-14,Lower respiratory infections,1.84515,0.47546,4.23319
Northern America,Male,50-54,Stroke,113.9127,36.30011,227.5447
Northern America,Male,75-79,Stroke,584.60034,185.47615,1170.59054
Northern America,Male,80+,Stroke,2157.51424,683.65919,4323.12413
Northern America,Male,All,Stroke,4454.36534,1413.89894,8917.02328
Northern America,Male,25-29,Chronic obstructive pulmonary disease,0.82838,0.12183,2.26698
Northern America,Male,30-34,Chronic obstructive pulmonary disease,1.84676,0.27144,5.05481
Northern America,Male,35-39,Chronic obstructive pulmonary disease,3.77439,0.5556,10.32651
Northern America,Male,55-59,Stroke,210.7376,67.11101,421.10821
Northern America,Male,60-64,Stroke,306.42362,97.58156,612.31849
Northern America,Male,65-69,Stroke,380.87208,121.15867,761.54205
Northern America,Male,70-74,Stroke,543.23568,172.59744,1086.91303
Northern America,Female,All,"Trachea, bronchus, lung cancers",2008.3306,870.11857,3830.50184
Northern America,Male,25-29,Ischaemic heart disease,40.6916,21.61501,57.57538
Northern America,Male,30-34,Ischaemic heart disease,114.51841,60.8309,162.02721
Northern America,Male,35-39,Ischaemic heart disease,209.04919,111.0464,295.83007
Northern America,Male,40-44,Ischaemic heart disease,328.69501,174.60674,465.29074
Northern America,Male,45-49,Ischaemic heart disease,646.64351,343.50375,915.33642
Northern America,Male,50-54,Ischaemic heart disease,1384.46395,735.44262,1959.76609
Northern America,Male,10-14,Lower respiratory infections,1.57745,0.4046,3.62579
Northern America,Male,15-19,Lower respiratory infections,2.16948,0.55537,4.99023
Northern America,Male,20-24,Lower respiratory infections,5.87468,1.51445,13.47535
Northern America,Male,25-29,Lower respiratory infections,9.9033,2.54802,22.73496
Northern America,Male,30-34,Lower respiratory infections,12.94739,3.34309,29.67863
Northern America,Male,35-39,Lower respiratory infections,16.27381,4.19703,37.32231
Northern America,Male,40-44,Lower respiratory infections,17.82336,4.58989,40.90149
Northern America,Male,45-49,Lower respiratory infections,27.89337,7.17674,64.03448
Northern America,Male,50-54,Lower respiratory infections,49.78203,12.84199,114.158
Northern America,Male,55-59,Lower respiratory infections,89.79309,23.16333,205.90995
Northern America,Male,60-64,Lower respiratory infections,135.54686,34.99796,310.71087
Northern America,Male,65-69,Lower respiratory infections,176.14635,45.43647,403.94252
Northern America,Male,70-74,Lower respiratory infections,237.33122,61.13961,544.55156
Northern America,Male,75-79,Lower respiratory infections,256.83577,66.09031,589.5826
Northern America,Male,80+,Lower respiratory infections,1109.13788,283.77624,2551.76031
Northern America,Male,All,Lower respiratory infections,2168.91844,557.00866,4982.92601
Northern America,Male,25-29,"Trachea, bronchus, lung cancers",0.32548,0.1408,0.61933
Northern America,Male,30-34,"Trachea, bronchus, lung cancers",1.00669,0.43527,1.91496
Northern America,Male,35-39,"Trachea, bronchus, lung cancers",2.90003,1.25495,5.51971
Northern America,Male,40-44,"Trachea, bronchus, lung cancers",8.80028,3.80729,16.74603
Northern America,Male,55-59,Ischaemic heart disease,2621.43082,1392.53963,3710.94266
Northern America,Male,60-64,Ischaemic heart disease,3596.33002,1910.43352,5091.46325
Northern America,Male,65-69,Ischaemic heart disease,4142.32203,2200.48616,5864.81752
Northern America,Male,70-74,Ischaemic heart disease,4986.06806,2648.70084,7059.40302
Northern America,Male,75-79,Ischaemic heart disease,4552.4999,2418.42964,6447.05224
Northern America,Male,80+,Ischaemic heart disease,16352.11327,8686.78541,23158.19298
Northern America,Male,All,Ischaemic heart disease,38974.82577,20704.42062,55187.69758
Northern America,Male,25-29,Stroke,9.71554,3.08897,19.43156
Northern America,Male,30-34,Stroke,19.70378,6.27117,39.38589
Northern America,Male,35-39,Stroke,29.00768,9.23803,57.96374
Northern America,Male,40-44,Stroke,37.78808,12.03865,75.4939
Northern America,Male,45-49,Stroke,60.85401,19.37798,121.60705
Northern America,Male,40-44,Chronic obstructive pulmonary disease,7.0074,1.03246,19.16666
Northern America,Male,45-49,Chronic obstructive pulmonary disease,20.59186,3.02639,56.364
Northern America,Male,50-54,Chronic obstructive pulmonary disease,73.31409,10.7747,200.67672
Northern America,Male,55-59,Chronic obstructive pulmonary disease,215.87071,31.73315,590.84521
Northern America,Male,60-64,Chronic obstructive pulmonary disease,402.21442,59.07795,1101.13321
Northern America,Male,65-69,Chronic obstructive pulmonary disease,565.0636,82.95838,1547.17372
Northern America,Male,70-74,Chronic obstructive pulmonary disease,872.24703,127.93001,2388.94428
Northern America,Male,75-79,Chronic obstructive pulmonary disease,857.77215,125.73114,2349.71087
Northern America,Male,80+,Chronic obstructive pulmonary disease,2329.24678,341.00492,6382.32628
Northern America,Male,All,Chronic obstructive pulmonary disease,5349.77756,784.21798,14654.44824
Northern America,Male,0-4,Lower respiratory infections,17.65234,4.56557,40.43482
Northern America,Male,5-9,Lower respiratory infections,2.23005,0.57573,5.11215
Oceania,Both,40-44,Ischaemic heart disease,100.15326,33.41971,164.2505
Oceania,Both,35-39,Stroke,18.82212,2.91669,42.25791
Oceania,Both,40-44,Stroke,28.1092,4.89635,62.39351
Oceania,Both,45-49,Stroke,39.58758,8.19452,86.36526
Oceania,Both,50-54,Stroke,52.52448,11.32663,113.25123
Oceania,Both,55-59,Stroke,65.39416,14.79193,140.2156
Oceania,Both,60-64,Stroke,78.81129,17.90558,168.77751
Oceania,Both,65-69,Stroke,98.18672,25.6047,205.85924
Oceania,Both,45-49,Ischaemic heart disease,163.92888,61.59003,264.4818
Oceania,Both,50-54,Ischaemic heart disease,219.84412,92.3133,348.09201
Oceania,Both,55-59,Ischaemic heart disease,289.41782,132.87021,448.4368
Oceania,Both,60-64,Ischaemic heart disease,343.50467,159.95079,524.41149
Oceania,Both,65-69,Ischaemic heart disease,374.18088,185.65645,556.32776
Oceania,Both,70-74,Ischaemic heart disease,449.89658,233.9885,645.1807
Oceania,Both,75-79,Ischaemic heart disease,499.6007,268.37312,702.73383
Oceania,Both,80+,Ischaemic heart disease,2718.67329,1508.47823,3790.27317
Oceania,Both,All,Ischaemic heart disease,5251.66464,2805.37122,7432.41627
Oceania,Both,25-29,Stroke,6.72318,0.75702,15.60862
Oceania,Both,30-34,Stroke,8.6065,1.36902,19.27605
Northern America,Male,45-49,"Trachea, bronchus, lung cancers",22.85214,9.88996,43.50268
Northern America,Male,50-54,"Trachea, bronchus, lung cancers",70.68161,30.58258,134.50873
Northern America,Male,55-59,"Trachea, bronchus, lung cancers",185.15963,80.14653,352.58121
Northern America,Male,60-64,"Trachea, bronchus, lung cancers",289.37803,125.31177,551.45097
Northern America,Male,65-69,"Trachea, bronchus, lung cancers",367.68645,159.24293,700.83743
Northern America,Male,70-74,"Trachea, bronchus, lung cancers",455.17131,197.15819,867.79043
Northern America,Male,75-79,"Trachea, bronchus, lung cancers",373.58554,161.89725,712.84654
Oceania,Both,5-9,Lower respiratory infections,5.45964,0.43114,13.24008
Oceania,Both,10-14,Lower respiratory infections,3.77687,0.2895,9.19798
Oceania,Both,15-19,Lower respiratory infections,3.73709,0.26732,9.16754
Oceania,Both,20-24,Lower respiratory infections,4.64721,0.42287,11.37037
Oceania,Both,25-29,Lower respiratory infections,5.45703,0.47439,13.39442
Oceania,Both,30-34,Lower respiratory infections,6.59052,0.68103,15.77148
Oceania,Both,35-39,Lower respiratory infections,10.21512,1.19104,24.21941
Oceania,Both,40-44,Lower respiratory infections,10.0922,1.40483,23.32364
Oceania,Both,45-49,Lower respiratory infections,11.69515,1.93128,26.42028
Oceania,Both,50-54,Lower respiratory infections,14.94995,2.69621,33.48473
Oceania,Both,55-59,Lower respiratory infections,18.32264,3.39949,40.84355
Oceania,Both,60-64,Lower respiratory infections,24.55475,5.04284,54.44762
Oceania,Both,65-69,Lower respiratory infections,29.94377,6.70593,64.62884
Oceania,Both,70-74,Lower respiratory infections,36.27546,9.3245,75.89935
Oceania,Both,75-79,Lower respiratory infections,48.04526,14.01257,98.35214
Northern America,Male,80+,"Trachea, bronchus, lung cancers",571.7063,247.79611,1091.20141
Northern America,Male,All,"Trachea, bronchus, lung cancers",2349.2535,1017.66363,4479.50501
Oceania,Both,25-29,Ischaemic heart disease,9.81706,2.62822,16.53243
Oceania,Both,30-34,Ischaemic heart disease,26.05423,8.23256,43.09859
Oceania,Both,35-39,Ischaemic heart disease,56.59314,18.18816,93.39827
Oceania,Both,70-74,Stroke,121.86661,37.37586,246.0291
Oceania,Both,75-79,Stroke,151.63347,50.99931,295.96729
Oceania,Both,80+,Stroke,743.5218,275.27311,1377.69232
Oceania,Both,All,Stroke,1413.78711,480.17818,2758.05814
Oceania,Both,25-29,Chronic obstructive pulmonary disease,2.04756,0.08686,6.36205
Oceania,Both,30-34,Chronic obstructive pulmonary disease,3.24707,0.1307,10.18728
Oceania,Both,35-39,Chronic obstructive pulmonary disease,5.11267,0.23875,16.02624
Oceania,Both,40-44,Chronic obstructive pulmonary disease,8.05208,0.55981,24.44108
Oceania,Both,45-49,Chronic obstructive pulmonary disease,14.40741,1.50052,42.43002
Oceania,Both,50-54,Chronic obstructive pulmonary disease,25.45768,2.88657,73.58832
Oceania,Both,55-59,Chronic obstructive pulmonary disease,44.04132,6.03016,121.99014
Oceania,Both,60-64,Chronic obstructive pulmonary disease,72.14785,10.40298,197.85982
Oceania,Both,65-69,Chronic obstructive pulmonary disease,105.81201,16.12854,291.45767
Oceania,Both,70-74,Chronic obstructive pulmonary disease,144.60977,25.09356,391.21303
Oceania,Both,75-79,Chronic obstructive pulmonary disease,154.56473,28.02416,414.93225
Oceania,Both,80+,Chronic obstructive pulmonary disease,443.56949,81.60387,1134.72441
Oceania,Both,All,Chronic obstructive pulmonary disease,1023.06963,185.32005,2764.33207
Oceania,Both,0-4,Lower respiratory infections,93.98223,5.05816,235.04186
Oceania,Both,50-54,"Trachea, bronchus, lung cancers",14.91256,6.74355,27.50418
Oceania,Female,70-74,Ischaemic heart disease,151.11112,74.99158,224.90428
Oceania,Female,75-79,Ischaemic heart disease,188.48831,98.99396,268.6669
Oceania,Female,80+,Ischaemic heart disease,1451.18706,806.13188,2023.80614
Oceania,Female,All,Ischaemic heart disease,2206.86408,1193.98514,3111.9201
Oceania,Female,25-29,Stroke,2.49365,0.27195,5.79151
Oceania,Female,30-34,Stroke,3.34898,0.67438,7.34972
Oceania,Female,35-39,Stroke,7.34183,1.22416,16.38225
Oceania,Both,55-59,"Trachea, bronchus, lung cancers",30.02182,13.564,55.32826
Oceania,Both,60-64,"Trachea, bronchus, lung cancers",44.50721,20.35527,82.10824
Oceania,Both,65-69,"Trachea, bronchus, lung cancers",57.02707,26.36172,103.17982
Oceania,Both,70-74,"Trachea, bronchus, lung cancers",71.94311,33.54196,130.1166
Oceania,Both,75-79,"Trachea, bronchus, lung cancers",65.98821,30.60915,119.82997
Oceania,Both,80+,"Trachea, bronchus, lung cancers",113.87499,52.56769,206.26089
Oceania,Both,All,"Trachea, bronchus, lung cancers",409.55085,189.63855,734.50123
Oceania,Female,25-29,Ischaemic heart disease,2.13995,0.37293,3.72559
Oceania,Female,30-34,Ischaemic heart disease,5.51275,1.57387,9.23128
Oceania,Female,35-39,Ischaemic heart disease,11.24005,3.44287,18.67582
Oceania,Female,40-44,Ischaemic heart disease,22.66448,7.16212,37.39622
Oceania,Female,45-49,Ischaemic heart disease,38.26042,13.10915,62.43206
Oceania,Female,50-54,Ischaemic heart disease,49.54504,18.80725,79.86064
Oceania,Female,55-59,Ischaemic heart disease,73.39653,28.91627,117.47081
Oceania,Female,60-64,Ischaemic heart disease,96.01171,38.64009,153.06758
Oceania,Female,65-69,Ischaemic heart disease,117.30665,53.78494,181.81711
Oceania,Both,80+,Lower respiratory infections,420.33165,139.54612,829.45744
Oceania,Both,All,Lower respiratory infections,748.07655,213.73933,1528.68054
Oceania,Both,25-29,"Trachea, bronchus, lung cancers",0.0918,0.03632,0.18636
Oceania,Both,30-34,"Trachea, bronchus, lung cancers",0.47411,0.18921,0.95417
Oceania,Both,35-39,"Trachea, bronchus, lung cancers",0.86612,0.39302,1.62758
Oceania,Both,40-44,"Trachea, bronchus, lung cancers",2.59768,1.21426,4.71988
Oceania,Both,45-49,"Trachea, bronchus, lung cancers",7.24615,3.30862,13.44342
Oceania,Female,5-9,Lower respiratory infections,2.17821,0.16296,5.28818
Oceania,Female,10-14,Lower respiratory infections,1.28621,0.08587,3.15215
Oceania,Female,15-19,Lower respiratory infections,1.66298,0.14971,4.01872
Oceania,Female,20-24,Lower respiratory infections,2.16698,0.18606,5.29984
Oceania,Female,25-29,Lower respiratory infections,2.23321,0.19743,5.43549
Oceania,Female,30-34,Lower respiratory infections,2.347,0.22492,5.62765
Oceania,Female,35-39,Lower respiratory infections,4.81877,0.56059,11.36769
Oceania,Female,40-44,Lower respiratory infections,3.694,0.60346,8.38584
Oceania,Female,45-49,Lower respiratory infections,4.50266,0.73318,10.22043
Oceania,Female,40-44,Stroke,10.74825,2.18976,23.41841
Oceania,Female,45-49,Stroke,16.178,3.49124,34.93757
Oceania,Female,50-54,Stroke,21.6305,4.93557,46.08434
Oceania,Female,55-59,Stroke,27.2929,6.25556,58.24295
Oceania,Female,60-64,Stroke,33.05717,7.4921,70.9253
Oceania,Female,65-69,Stroke,45.08446,11.56236,94.93684
Oceania,Female,70-74,Stroke,54.29304,16.23302,110.25103
Oceania,Female,75-79,Stroke,75.43702,24.98031,147.35846
Oceania,Female,80+,Stroke,466.78223,174.22721,862.99574
Oceania,Female,All,Stroke,763.68802,265.21753,1471.06724
Oceania,Female,25-29,Chronic obstructive pulmonary disease,1.03064,0.04154,3.25
Oceania,Female,30-34,Chronic obstructive pulmonary disease,1.67237,0.06765,5.25932
Oceania,Female,35-39,Chronic obstructive pulmonary disease,2.89208,0.11765,9.1295
Oceania,Female,40-44,Chronic obstructive pulmonary disease,4.53837,0.28871,14.06158
Oceania,Female,45-49,Chronic obstructive pulmonary disease,6.86476,0.70286,20.39405
Oceania,Female,50-54,Chronic obstructive pulmonary disease,12.11115,1.35768,35.15754
Oceania,Female,55-59,Chronic obstructive pulmonary disease,20.62528,2.8096,57.25302
Oceania,Female,60-64,Chronic obstructive pulmonary disease,34.00685,4.80962,93.53737
Oceania,Female,65-69,Chronic obstructive pulmonary disease,52.87472,7.98229,145.24096
Oceania,Female,70-74,Chronic obstructive pulmonary disease,68.97587,11.87111,186.88224
Oceania,Female,75-79,Chronic obstructive pulmonary disease,70.78417,12.7581,191.40618
Oceania,Female,80+,Chronic obstructive pulmonary disease,213.35563,39.11153,545.12601
Oceania,Female,All,Chronic obstructive pulmonary disease,489.7319,88.4848,1327.95907
Oceania,Female,0-4,Lower respiratory infections,34.85993,2.03585,85.91157
Oceania,Female,55-59,Lower respiratory infections,8.24973,1.48083,18.40898
Oceania,Male,40-44,Ischaemic heart disease,77.48878,26.24478,126.85428
Oceania,Male,45-49,Ischaemic heart disease,125.66846,48.21545,202.17134
Oceania,Male,50-54,Ischaemic heart disease,170.29908,72.43347,268.02313
Oceania,Male,55-59,Ischaemic heart disease,216.02129,100.4016,330.58406
Oceania,Male,60-64,Ischaemic heart disease,247.49296,119.74827,372.68221
Oceania,Male,65-69,Ischaemic heart disease,256.87423,130.79305,374.73874
Oceania,Male,70-74,Ischaemic heart disease,298.78546,158.74565,423.83813
Oceania,Male,75-79,Ischaemic heart disease,311.11239,169.29955,437.03836
Oceania,Female,60-64,Lower respiratory infections,9.92098,1.92981,22.05048
Oceania,Female,65-69,Lower respiratory infections,12.43736,2.68337,27.15673
Oceania,Female,70-74,Lower respiratory infections,15.93692,3.80599,33.58958
Oceania,Female,75-79,Lower respiratory infections,23.87674,6.58925,49.48025
Oceania,Female,80+,Lower respiratory infections,247.65771,81.98032,488.43934
Oceania,Female,All,Lower respiratory infections,384.64355,117.85212,773.721
Oceania,Female,25-29,"Trachea, bronchus, lung cancers",0.03578,0.01683,0.06431
Oceania,Female,30-34,"Trachea, bronchus, lung cancers",0.32637,0.13517,0.64139
Oceania,Female,35-39,"Trachea, bronchus, lung cancers",0.35306,0.16485,0.63804
Oceania,Female,40-44,"Trachea, bronchus, lung cancers",1.06672,0.49547,1.90707
Oceania,Female,45-49,"Trachea, bronchus, lung cancers",3.36061,1.53267,6.18379
Oceania,Female,50-54,"Trachea, bronchus, lung cancers",6.48356,2.95256,11.93339
Oceania,Female,55-59,"Trachea, bronchus, lung cancers",13.24014,6.11367,24.12632
Oceania,Female,60-64,"Trachea, bronchus, lung cancers",17.87625,8.2416,32.66296
Oceania,Female,65-69,"Trachea, bronchus, lung cancers",23.14463,10.68851,41.61226
Oceania,Female,70-74,"Trachea, bronchus, lung cancers",29.96525,13.93408,54.25966
Oceania,Female,75-79,"Trachea, bronchus, lung cancers",27.19142,12.59806,49.37687
Oceania,Female,80+,"Trachea, bronchus, lung cancers",46.6776,21.52537,84.40982
Oceania,Female,All,"Trachea, bronchus, lung cancers",169.72139,78.85602,306.07531
Oceania,Male,25-29,Ischaemic heart disease,7.67712,2.2436,12.81456
Oceania,Male,30-34,Ischaemic heart disease,20.54148,6.62768,33.86731
Oceania,Male,35-39,Ischaemic heart disease,45.35309,14.79814,74.72245
Oceania,Female,50-54,Lower respiratory infections,6.81417,1.13865,15.35986
Oceania,Male,80+,Ischaemic heart disease,1267.48623,702.34635,1766.46703
Oceania,Male,75-79,Chronic obstructive pulmonary disease,83.78055,15.26606,223.52607
Oceania,Male,80+,Chronic obstructive pulmonary disease,230.21387,42.49235,589.5984
Oceania,Male,All,Chronic obstructive pulmonary disease,533.33773,96.83524,1436.35513
Oceania,Male,0-4,Lower respiratory infections,59.1223,3.0246,149.12852
Oceania,Male,5-9,Lower respiratory infections,3.28143,0.26998,7.95885
Oceania,Male,10-14,Lower respiratory infections,2.49066,0.203,6.07692
Oceania,Male,15-19,Lower respiratory infections,2.07411,0.12802,5.13602
Oceania,Male,20-24,Lower respiratory infections,2.48023,0.23954,6.0238
Oceania,Male,All,Ischaemic heart disease,3044.80056,1606.2113,4323.72887
Oceania,Male,25-29,Stroke,4.22953,0.47621,9.81711
Oceania,Male,30-34,Stroke,5.25751,0.69974,12.05091
Oceania,Male,35-39,Stroke,11.48029,1.69075,25.96308
Oceania,Male,40-44,Stroke,17.36095,2.66152,39.01636
Oceania,Male,45-49,Stroke,23.40958,4.49396,51.42227
Oceania,Male,50-54,Stroke,30.89399,6.31753,67.34419
Oceania,Male,55-59,Stroke,38.10126,8.49574,81.97265
Oceania,Male,60-64,Stroke,45.75413,10.41407,97.85221
Oceania,Male,65-69,Stroke,53.10226,14.12603,110.84275
Oceania,Male,70-74,Stroke,67.57357,20.95408,135.77808
Oceania,Male,75-79,Stroke,76.19645,25.8994,148.52577
Oceania,Male,80+,Stroke,276.73957,101.0459,518.20439
Oceania,Male,All,Stroke,650.09909,208.99185,1284.27545
Oceania,Male,25-29,Chronic obstructive pulmonary disease,1.01692,0.0483,3.13951
Oceania,Male,30-34,Chronic obstructive pulmonary disease,1.57469,0.06309,4.91208
Oceania,Male,35-39,Chronic obstructive pulmonary disease,2.22058,0.12783,6.75276
Oceania,Male,40-44,Chronic obstructive pulmonary disease,3.5137,0.26463,10.70412
Oceania,Male,45-49,Chronic obstructive pulmonary disease,7.54265,0.79711,22.00473
Oceania,Male,50-54,Chronic obstructive pulmonary disease,13.34654,1.51999,38.3149
Oceania,Male,55-59,Chronic obstructive pulmonary disease,23.41604,3.22105,64.73712
Oceania,Male,60-64,Chronic obstructive pulmonary disease,38.14099,5.55404,104.32245
Oceania,Male,65-69,Chronic obstructive pulmonary disease,52.93729,8.14624,145.74518
Oceania,Male,70-74,Chronic obstructive pulmonary disease,75.6339,13.20685,204.44387
Oceania,Male,25-29,Lower respiratory infections,3.22383,0.27006,7.87479
Oceania,Male,All,"Trachea, bronchus, lung cancers",239.82945,110.91135,430.83632
South-eastern Asia,Both,25-29,Ischaemic heart disease,593.88238,376.35097,768.42684
South-eastern Asia,Both,30-34,Ischaemic heart disease,1024.94628,649.13636,1326.71357
South-eastern Asia,Both,35-39,Ischaemic heart disease,1701.25361,1074.57523,2204.44659
South-eastern Asia,Both,40-44,Ischaemic heart disease,2815.06201,1780.09747,3649.09602
South-eastern Asia,Both,45-49,Ischaemic heart disease,4667.27612,2940.3623,6026.47203
Oceania,Male,30-34,Lower respiratory infections,4.24352,0.46287,10.16242
Oceania,Male,35-39,Lower respiratory infections,5.39636,0.61263,12.80686
Oceania,Male,40-44,Lower respiratory infections,6.3982,0.85537,14.96981
Oceania,Male,45-49,Lower respiratory infections,7.19249,1.18474,16.27398
Oceania,Male,50-54,Lower respiratory infections,8.13578,1.54662,18.06583
Oceania,Male,55-59,Lower respiratory infections,10.07291,1.9378,22.34885
Oceania,Male,60-64,Lower respiratory infections,14.63377,3.08144,32.18248
Oceania,Male,65-69,Lower respiratory infections,17.50641,3.94997,37.69996
Oceania,Male,70-74,Lower respiratory infections,20.33854,5.40103,42.24118
Oceania,Male,75-79,Lower respiratory infections,24.16852,7.43421,48.76525
Oceania,Male,80+,Lower respiratory infections,172.67395,57.18523,341.0181
Oceania,Male,All,Lower respiratory infections,363.433,95.81739,751.1843
Oceania,Male,25-29,"Trachea, bronchus, lung cancers",0.05602,0.01817,0.12591
Oceania,Male,30-34,"Trachea, bronchus, lung cancers",0.14774,0.05376,0.31979
Oceania,Male,35-39,"Trachea, bronchus, lung cancers",0.51307,0.21369,1.03865
Oceania,Male,40-44,"Trachea, bronchus, lung cancers",1.53096,0.70829,2.8215
Oceania,Male,45-49,"Trachea, bronchus, lung cancers",3.88554,1.76588,7.21042
Oceania,Male,50-54,"Trachea, bronchus, lung cancers",8.429,3.82624,15.76324
Oceania,Male,55-59,"Trachea, bronchus, lung cancers",16.78169,7.59597,31.22913
Oceania,Male,60-64,"Trachea, bronchus, lung cancers",26.63095,12.15376,49.26262
Oceania,Male,65-69,"Trachea, bronchus, lung cancers",33.88244,15.66868,61.69231
Oceania,Male,70-74,"Trachea, bronchus, lung cancers",41.97785,19.55991,75.80247
Oceania,Male,75-79,"Trachea, bronchus, lung cancers",38.7968,18.03104,70.43207
Oceania,Male,80+,"Trachea, bronchus, lung cancers",67.19739,31.04233,121.85107
South-eastern Asia,Both,50-54,Ischaemic heart disease,7338.84735,4627.54128,9478.35967
South-eastern Asia,Both,45-49,Chronic obstructive pulmonary disease,355.42681,112.49656,732.50377
South-eastern Asia,Both,50-54,Chronic obstructive pulmonary disease,733.70741,232.60291,1508.47399
South-eastern Asia,Both,55-59,Chronic obstructive pulmonary disease,1307.78208,414.6531,2692.45749
South-eastern Asia,Both,60-64,Chronic obstructive pulmonary disease,2536.17233,803.83619,5223.26737
South-eastern Asia,Both,65-69,Chronic obstructive pulmonary disease,3619.05647,1147.22892,7449.64554
South-eastern Asia,Both,55-59,Ischaemic heart disease,10254.89287,6454.61493,13240.7435
South-eastern Asia,Both,60-64,Ischaemic heart disease,13266.88747,8351.63289,17136.83368
South-eastern Asia,Both,65-69,Ischaemic heart disease,15614.97499,9836.41272,20195.11932
South-eastern Asia,Both,70-74,Ischaemic heart disease,15393.44748,9685.77482,19883.97532
South-eastern Asia,Both,75-79,Ischaemic heart disease,15906.48313,10005.41681,20527.37859
South-eastern Asia,Both,80+,Ischaemic heart disease,42600.81402,27032.0465,55079.89278
South-eastern Asia,Both,All,Ischaemic heart disease,131178.7677,82827.27413,169856.3816
South-eastern Asia,Both,25-29,Stroke,283.76476,140.12201,434.48142
South-eastern Asia,Both,30-34,Stroke,474.32585,234.11334,725.79579
South-eastern Asia,Both,35-39,Stroke,921.73215,452.19685,1412.07104
South-eastern Asia,Both,40-44,Stroke,1594.91608,782.96094,2442.92716
South-eastern Asia,Both,45-49,Stroke,2991.73225,1456.00529,4606.01248
South-eastern Asia,Both,50-54,Stroke,5140.1914,2499.08676,7915.92159
