Region,Sex,Age Group,Cause,Value,Low,High
Europe,Both,70-74,Chronic obstructive pulmonary disease,3925.13645,1029.44941,8883.32093
Europe,Both,35-39,Lower respiratory infections,463.56209,222.02915,770.05517
Europe,Both,40-44,Lower respiratory infections,603.08014,283.17138,1012.52382
Europe,Both,45-49,Lower respiratory infections,696.28863,329.01759,1163.15052
Europe,Both,50-54,Lower respiratory infections,819.30606,390.08311,1356.56589
Europe,Both,55-59,Lower respiratory infections,1192.29875,567.07709,1978.56335
Europe,Both,60-64,Lower respiratory infections,1558.22578,739.77833,2579.87639
Europe,Both,65-69,Lower respiratory infections,1887.33885,903.63878,3061.68619
Europe,Both,70-74,Lower respiratory infections,2246.54678,1032.73171,3693.69228
Europe,Both,75-79,Lower respiratory infections,3047.96957,1377.86025,5073.42338
Europe,Female,70-74,Stroke,4665.74387,2180.89665,7685.62857
Europe,Female,50-54,Chronic obstructive pulmonary disease,147.06077,40.83182,327.7426
Europe,Female,55-59,Chronic obstructive pulmonary disease,326.23935,87.99661,733.41215
Europe,Female,60-64,Chronic obstructive pulmonary disease,647.38559,172.56919,1460.47511
Europe,Female,65-69,Chronic obstructive pulmonary disease,1016.66271,270.1852,2291.79724
Europe,Female,70-74,Chronic obstructive pulmonary disease,1418.1854,370.93483,3226.9481
Europe,Female,75-79,Chronic obstructive pulmonary disease,1833.755,482.55005,4145.21798
Europe,Female,75-79,Stroke,7600.49385,3536.47689,12560.91684
Europe,Female,80+,Stroke,37978.21973,16637.22614,64152.47654
Europe,Female,All,Stroke,58904.62869,27053.71822,98289.96566
Europe,Female,25-29,Chronic obstructive pulmonary disease,7.97044,2.90895,15.55136
Europe,Female,30-34,Chronic obstructive pulmonary disease,13.11954,4.57085,26.20403
Europe,Female,35-39,Chronic obstructive pulmonary disease,20.77056,6.93555,42.50441
Europe,Female,40-44,Chronic obstructive pulmonary disease,34.64022,10.82077,72.80707
Europe,Female,45-49,Chronic obstructive pulmonary disease,65.38341,19.08032,140.87121
Europe,Female,55-59,Ischaemic heart disease,3703.26949,2252.43489,4975.9877
Europe,Female,60-64,Ischaemic heart disease,6770.59193,4085.17904,9133.10726
Europe,Female,65-69,Ischaemic heart disease,11554.72592,6997.64421,15597.5835
Europe,Female,70-74,Ischaemic heart disease,14622.32089,8812.72167,19744.36525
Europe,Female,75-79,Ischaemic heart disease,23771.79449,14325.4735,32112.28777
Europe,Female,80+,Ischaemic heart disease,129970.2487,77456.74198,175472.1418
Europe,Female,60-64,Lower respiratory infections,449.89008,220.64122,726.48188
Europe,Female,65-69,Lower respiratory infections,637.14112,314.33465,1019.41249
Europe,Female,70-74,Lower respiratory infections,858.54389,401.2264,1397.30864
Europe,Female,75-79,Lower respiratory infections,1336.91503,616.40389,2200.23492
Europe,Female,80+,Lower respiratory infections,11492.37082,4875.56833,19756.31969
Europe,Female,All,Lower respiratory infections,16826.64141,7501.15678,28195.17291
Europe,Female,25-29,"Trachea, bronchus, lung cancers",6.9626,3.96515,10.98413
Europe,Female,30-34,"Trachea, bronchus, lung cancers",14.10591,7.61009,22.67843
Europe,Female,35-39,"Trachea, bronchus, lung cancers",30.24995,16.11784,49.06329
Europe,Female,40-44,"Trachea, bronchus, lung cancers",70.7269,36.98516,115.96987
Europe,Female,45-49,"Trachea, bronchus, lung cancers",164.25232,84.26386,270.97915
Europe,Female,50-54,"Trachea, bronchus, lung cancers",331.16383,168.23471,551.20654
Europe,Female,55-59,"Trachea, bronchus, lung cancers",625.73854,315.46705,1048.47104
Europe,Female,60-64,"Trachea, bronchus, lung cancers",913.77736,461.70799,1530.36821
Europe,Female,65-69,"Trachea, bronchus, lung cancers",1079.75167,545.93295,1808.07828
Europe,Female,70-74,"Trachea, bronchus, lung cancers",1081.45076,541.80025,1826.88221
Europe,Female,75-79,"Trachea, bronchus, lung cancers",852.31443,425.16334,1444.99461
Europe,Female,80+,"Trachea, bronchus, lung cancers",1534.96293,764.92016,2607.31049
Europe,Female,All,Ischaemic heart disease,194144.6069,116258.2297,262108.1692
Europe,Female,25-29,Stroke,31.74883,15.75662,49.47453
Europe,Female,30-34,Stroke,69.95377,34.26912,112.81192
Europe,Female,35-39,Stroke,135.16126,65.2763,219.51616
Europe,Female,40-44,Stroke,249.45367,120.86985,407.31922
Europe,Female,45-49,Stroke,430.15445,208.51638,701.84825
Europe,Female,50-54,Stroke,710.43512,346.70141,1151.61464
Europe,Female,55-59,Stroke,1305.82759,636.9488,2114.92659
Europe,Female,60-64,Stroke,2128.99947,1031.52943,3486.02181
Europe,Female,65-69,Stroke,3598.43708,1732.25962,5909.14129
Europe,Female,80+,Chronic obstructive pulmonary disease,8048.46239,2087.33002,18337.46318
Europe,Female,All,Chronic obstructive pulmonary disease,13579.63538,3554.53877,30819.8591
Europe,Female,0-4,Lower respiratory infections,666.06373,446.39168,918.7579
Europe,Female,5-9,Lower respiratory infections,84.77904,55.15053,118.15073
Europe,Female,10-14,Lower respiratory infections,61.72422,39.59573,86.80926
Europe,Female,15-19,Lower respiratory infections,49.50318,31.25675,69.61445
Europe,Female,20-24,Lower respiratory infections,55.50355,34.89713,78.62452
Europe,Female,25-29,Lower respiratory infections,69.12317,40.75204,101.47591
Europe,Female,30-34,Lower respiratory infections,95.35442,50.65644,148.82209
Europe,Female,35-39,Lower respiratory infections,128.34719,63.94818,206.89809
Europe,Female,40-44,Lower respiratory infections,154.08042,76.65719,249.49859
Europe,Female,45-49,Lower respiratory infections,169.34646,84.15593,273.91835
Europe,Female,50-54,Lower respiratory infections,206.63242,102.94189,333.34557
Europe,Female,55-59,Lower respiratory infections,311.32269,154.49118,504.84826
Europe,Male,70-74,Ischaemic heart disease,20907.25196,12577.4113,28166.40711
Europe,Male,75-79,Stroke,5929.49149,2755.98631,9775.48731
Europe,Male,80+,Stroke,17457.93805,7867.49135,29131.02242
Europe,Male,All,Stroke,42578.42828,19755.79368,70330.27136
Europe,Male,25-29,Chronic obstructive pulmonary disease,11.82058,3.95094,23.95498
Europe,Male,30-34,Chronic obstructive pulmonary disease,22.40917,7.09489,46.90356
Europe,Male,35-39,Chronic obstructive pulmonary disease,42.77065,12.86414,91.07007
Europe,Male,75-79,Ischaemic heart disease,23004.3416,13852.8863,30945.45149
Europe,Male,80+,Ischaemic heart disease,70536.65701,42108.14978,94963.74373
Europe,Male,All,Ischaemic heart disease,181087.9307,108697.8556,243556.1896
Europe,Male,25-29,Stroke,55.28274,27.0002,88.28263
Europe,Male,30-34,Stroke,127.07606,60.84887,208.73213
Europe,Male,35-39,Stroke,262.0528,124.62549,430.74627
Europe,Male,40-44,Stroke,492.98038,234.95888,809.7464
Europe,Male,45-49,Stroke,808.57392,388.62905,1325.63782
Europe,Male,50-54,Stroke,1321.81958,638.61578,2166.1688
Europe,Male,55-59,Stroke,2372.59602,1143.13166,3889.53975
Europe,Male,60-64,Stroke,3660.5786,1748.1272,6024.09377
Europe,Male,65-69,Stroke,4969.41529,2363.04723,8174.12147
Europe,Male,70-74,Stroke,5120.62337,2395.24842,8447.36885
Europe,Female,All,"Trachea, bronchus, lung cancers",6705.45718,3370.80898,11291.83243
Europe,Male,25-29,Ischaemic heart disease,191.62325,119.4673,254.41986
Europe,Male,30-34,Ischaemic heart disease,529.52484,321.72242,713.187
Europe,Male,35-39,Ischaemic heart disease,1156.83037,692.96732,1559.1007
Europe,Male,40-44,Ischaemic heart disease,2333.08269,1394.62153,3146.84767
Europe,Male,45-49,Lower respiratory infections,526.94217,245.38992,885.45859
Europe,Male,50-54,Lower respiratory infections,612.67364,285.8693,1021.22196
Europe,Male,55-59,Lower respiratory infections,880.97606,410.5477,1471.75102
Europe,Male,60-64,Lower respiratory infections,1108.3357,514.59038,1847.23321
Europe,Male,65-69,Lower respiratory infections,1250.19773,585.80023,2056.91961
Europe,Male,70-74,Lower respiratory infections,1388.00289,631.51457,2291.50931
Europe,Male,75-79,Lower respiratory infections,1711.05454,763.85779,2871.6219
Europe,Male,80+,Lower respiratory infections,8562.7052,3574.44118,14780.56113
Europe,Male,All,Lower respiratory infections,18357.95538,8261.62273,30636.14505
Europe,Male,25-29,"Trachea, bronchus, lung cancers",9.70134,5.47843,15.26716
Europe,Male,30-34,"Trachea, bronchus, lung cancers",21.58866,11.75029,34.37584
Europe,Male,35-39,"Trachea, bronchus, lung cancers",52.83227,27.61243,85.48224
Europe,Male,40-44,"Trachea, bronchus, lung cancers",139.96892,75.14286,227.37504
Europe,Male,45-49,Ischaemic heart disease,4101.97038,2462.62748,5534.38253
Europe,Male,50-54,Ischaemic heart disease,6900.40683,4152.83386,9300.39544
Europe,Male,55-59,Ischaemic heart disease,11997.40454,7169.44532,16202.56442
Europe,Male,60-64,Ischaemic heart disease,17669.9377,10496.65495,23922.31585
Europe,Male,65-69,Ischaemic heart disease,21758.89955,13000.69966,29413.92835
Europe,Male,40-44,Chronic obstructive pulmonary disease,84.80941,24.80554,182.81803
Europe,Male,45-49,Chronic obstructive pulmonary disease,157.33132,44.55743,341.77072
Europe,Male,50-54,Chronic obstructive pulmonary disease,336.28597,92.62015,738.89776
Europe,Male,55-59,Chronic obstructive pulmonary disease,709.91528,192.73283,1571.48888
Europe,Male,60-64,Chronic obstructive pulmonary disease,1358.3094,366.1739,3017.52728
Europe,Male,65-69,Chronic obstructive pulmonary disease,2006.56795,536.8878,4455.19292
Europe,Male,70-74,Chronic obstructive pulmonary disease,2506.95105,661.01296,5662.19788
Europe,Male,75-79,Chronic obstructive pulmonary disease,2878.30083,758.20911,6499.60841
Europe,Male,80+,Chronic obstructive pulmonary disease,8657.63416,2213.84607,19911.08396
Europe,Male,All,Chronic obstructive pulmonary disease,18773.10578,4918.26086,42594.50767
Europe,Male,0-4,Lower respiratory infections,922.28209,618.42865,1266.85921
Europe,Male,5-9,Lower respiratory infections,89.35416,58.54008,123.86136
Europe,Male,10-14,Lower respiratory infections,70.29568,45.10979,98.66942
Europe,Male,15-19,Lower respiratory infections,65.20131,40.85641,92.31319
Europe,Male,20-24,Lower respiratory infections,72.61714,42.4922,106.54243
Europe,Male,25-29,Lower respiratory infections,106.03108,57.42018,162.28083
Europe,Male,30-34,Lower respiratory infections,207.07139,100.51189,342.95679
Europe,Male,35-39,Lower respiratory infections,335.2149,158.31958,564.56008
Europe,Male,40-44,Lower respiratory infections,448.99971,207.44098,761.61882
Europe,Male,75-79,"Trachea, bronchus, lung cancers",2208.99106,1115.89088,3695.11405
Eastern Mediterranean,Both,35-39,Stroke,1163.46879,639.83176,1759.45748
Eastern Mediterranean,Both,40-44,Stroke,1744.44457,959.24371,2635.58003
Eastern Mediterranean,Both,45-49,Stroke,2447.78258,1346.44292,3698.16668
Eastern Mediterranean,Both,50-54,Stroke,3780.90879,2070.3319,5719.78906
Eastern Mediterranean,Both,55-59,Stroke,5222.06838,2855.56049,7914.58707
Europe,Male,80+,"Trachea, bronchus, lung cancers",3056.50177,1528.9695,5167.2052
Europe,Male,All,"Trachea, bronchus, lung cancers",17977.34891,9158.52157,29751.18893
Eastern Mediterranean,Both,25-29,Ischaemic heart disease,1538.19105,1068.56819,1929.00894
Eastern Mediterranean,Both,30-34,Ischaemic heart disease,2838.4506,1970.23011,3558.42789
Eastern Mediterranean,Both,35-39,Ischaemic heart disease,4185.69253,2898.5672,5255.21885
Eastern Mediterranean,Both,40-44,Ischaemic heart disease,6668.13471,4615.0984,8371.62694
Eastern Mediterranean,Both,45-49,Ischaemic heart disease,9910.58905,6828.98481,12455.91381
Eastern Mediterranean,Both,50-54,Ischaemic heart disease,14762.4126,10160.83352,18544.08632
Eastern Mediterranean,Both,55-59,Ischaemic heart disease,20221.20243,13887.02151,25396.1545
Eastern Mediterranean,Both,60-64,Ischaemic heart disease,25134.7085,17211.99934,31597.71386
Eastern Mediterranean,Both,65-69,Ischaemic heart disease,28148.76667,19246.99984,35386.32757
Eastern Mediterranean,Both,70-74,Ischaemic heart disease,28124.72441,19238.26442,35330.45312
Eastern Mediterranean,Both,75-79,Ischaemic heart disease,27595.92734,18752.83259,34770.46346
Eastern Mediterranean,Both,80+,Ischaemic heart disease,49637.34285,33600.06446,62645.16357
Eastern Mediterranean,Both,All,Ischaemic heart disease,218766.1427,149449.176,275675.6183
Eastern Mediterranean,Both,25-29,Stroke,620.39558,342.3805,940.8423
Eastern Mediterranean,Both,30-34,Stroke,860.91071,473.3095,1300.97609
Europe,Male,45-49,"Trachea, bronchus, lung cancers",443.53149,232.3826,717.16961
Europe,Male,50-54,"Trachea, bronchus, lung cancers",987.5195,513.03981,1603.95009
Europe,Male,55-59,"Trachea, bronchus, lung cancers",1958.23716,1007.13183,3198.53814
Europe,Male,60-64,"Trachea, bronchus, lung cancers",2884.07337,1477.63307,4733.93072
Europe,Male,65-69,"Trachea, bronchus, lung cancers",3268.65259,1670.60463,5381.11842
Europe,Male,70-74,"Trachea, bronchus, lung cancers",2945.75079,1495.75818,4910.53909
Eastern Mediterranean,Both,60-64,Stroke,7159.62005,3908.39802,10812.00629
Eastern Mediterranean,Both,30-34,Lower respiratory infections,588.93091,433.40092,763.41548
Eastern Mediterranean,Both,35-39,Lower respiratory infections,683.46107,505.29182,885.61914
Eastern Mediterranean,Both,40-44,Lower respiratory infections,760.73926,562.05494,989.39217
Eastern Mediterranean,Both,45-49,Lower respiratory infections,867.42536,641.70436,1127.18138
Eastern Mediterranean,Both,50-54,Lower respiratory infections,1130.36562,826.78282,1470.68467
Eastern Mediterranean,Both,55-59,Lower respiratory infections,1516.11467,1097.68717,1980.81704
Eastern Mediterranean,Both,65-69,Stroke,8548.44721,4667.72642,12910.48576
Eastern Mediterranean,Both,70-74,Stroke,9641.63729,5256.33894,14577.80412
Eastern Mediterranean,Both,75-79,Stroke,10152.93344,5526.85878,15382.60452
Eastern Mediterranean,Both,80+,Stroke,15860.07744,8555.78342,23747.93666
Eastern Mediterranean,Both,All,Stroke,67202.69482,36705.05394,101746.2624
Eastern Mediterranean,Both,25-29,Chronic obstructive pulmonary disease,109.56423,47.1201,195.06004
Eastern Mediterranean,Both,30-34,Chronic obstructive pulmonary disease,167.22258,71.69128,296.1787
Eastern Mediterranean,Both,35-39,Chronic obstructive pulmonary disease,224.17174,96.34267,397.30323
Eastern Mediterranean,Both,40-44,Chronic obstructive pulmonary disease,348.09866,147.34703,619.02203
Eastern Mediterranean,Both,45-49,Chronic obstructive pulmonary disease,583.24992,248.0701,1035.12714
Eastern Mediterranean,Both,50-54,Chronic obstructive pulmonary disease,1136.24774,484.10709,2037.51578
Eastern Mediterranean,Both,55-59,Chronic obstructive pulmonary disease,1880.30112,800.89633,3376.23328
Eastern Mediterranean,Both,60-64,Chronic obstructive pulmonary disease,3170.08201,1346.52682,5690.65882
Eastern Mediterranean,Both,65-69,Chronic obstructive pulmonary disease,3990.13686,1694.07097,7170.07271
Eastern Mediterranean,Both,70-74,Chronic obstructive pulmonary disease,5182.55049,2184.15545,9276.41479
Eastern Mediterranean,Both,75-79,Chronic obstructive pulmonary disease,5386.32215,2257.73302,9624.62013
Eastern Mediterranean,Both,80+,Chronic obstructive pulmonary disease,9205.51612,3831.39432,16485.17147
Eastern Mediterranean,Both,All,Chronic obstructive pulmonary disease,31383.46363,13202.92032,56247.76099
Eastern Mediterranean,Both,0-4,Lower respiratory infections,23753.20188,16977.86463,31130.76117
Eastern Mediterranean,Both,5-9,Lower respiratory infections,1304.3528,925.3008,1717.39878
Eastern Mediterranean,Both,10-14,Lower respiratory infections,734.85732,516.84648,963.60747
Eastern Mediterranean,Both,15-19,Lower respiratory infections,480.02549,348.56394,620.48814
Eastern Mediterranean,Both,20-24,Lower respiratory infections,466.79358,339.65692,605.29372
Eastern Mediterranean,Both,25-29,Lower respiratory infections,519.33777,379.4543,675.20154
Eastern Mediterranean,Both,60-64,Lower respiratory infections,2219.54181,1604.2219,2901.84763
Eastern Mediterranean,Female,50-54,Ischaemic heart disease,4745.18327,3270.92777,5979.61769
Eastern Mediterranean,Female,55-59,Ischaemic heart disease,6888.13439,4742.11544,8671.97909
Eastern Mediterranean,Female,60-64,Ischaemic heart disease,9274.3772,6355.12114,11658.81641
Eastern Mediterranean,Female,65-69,Ischaemic heart disease,11530.05768,7892.80158,14494.51079
Eastern Mediterranean,Female,70-74,Ischaemic heart disease,12408.42659,8496.94513,15592.74742
Eastern Mediterranean,Female,75-79,Ischaemic heart disease,12969.52405,8803.79869,16343.8743
Eastern Mediterranean,Both,65-69,Lower respiratory infections,2492.86133,1802.02521,3261.31656
Eastern Mediterranean,Both,70-74,Lower respiratory infections,3006.17743,2179.87712,3937.58485
Eastern Mediterranean,Both,75-79,Lower respiratory infections,3137.30372,2264.75657,4121.51477
Eastern Mediterranean,Both,80+,Lower respiratory infections,6291.42897,4501.52847,8283.22061
Eastern Mediterranean,Both,All,Lower respiratory infections,49952.919,36142.1777,65594.25671
Eastern Mediterranean,Both,25-29,"Trachea, bronchus, lung cancers",34.20218,21.63588,49.60289
Eastern Mediterranean,Both,30-34,"Trachea, bronchus, lung cancers",55.53081,34.93522,80.14397
Eastern Mediterranean,Both,35-39,"Trachea, bronchus, lung cancers",69.47422,44.40005,100.3049
Eastern Mediterranean,Both,40-44,"Trachea, bronchus, lung cancers",191.93303,120.75172,279.01457
Eastern Mediterranean,Both,45-49,"Trachea, bronchus, lung cancers",390.59587,244.91019,570.90035
Eastern Mediterranean,Both,50-54,"Trachea, bronchus, lung cancers",643.18097,402.16164,941.65812
Eastern Mediterranean,Both,55-59,"Trachea, bronchus, lung cancers",898.73845,562.90011,1314.48619
Eastern Mediterranean,Both,60-64,"Trachea, bronchus, lung cancers",1018.28588,638.04282,1490.90485
Eastern Mediterranean,Both,65-69,"Trachea, bronchus, lung cancers",970.87807,609.53891,1413.90573
Eastern Mediterranean,Both,70-74,"Trachea, bronchus, lung cancers",789.26542,497.42313,1146.08573
Eastern Mediterranean,Both,75-79,"Trachea, bronchus, lung cancers",574.03745,358.1235,836.44319
Eastern Mediterranean,Both,80+,"Trachea, bronchus, lung cancers",614.684,381.15334,900.67536
Eastern Mediterranean,Both,All,"Trachea, bronchus, lung cancers",6250.80633,3927.13738,9118.98228
Eastern Mediterranean,Female,25-29,Ischaemic heart disease,484.32552,335.50341,606.88054
Eastern Mediterranean,Female,30-34,Ischaemic heart disease,909.65872,630.38148,1140.81229
Eastern Mediterranean,Female,35-39,Ischaemic heart disease,1375.31097,950.82743,1725.52524
Eastern Mediterranean,Female,40-44,Ischaemic heart disease,2111.36478,1457.06296,2651.89245
Eastern Mediterranean,Female,45-49,Ischaemic heart disease,3173.97127,2188.41073,4000.52669
Eastern Mediterranean,Female,80+,Ischaemic heart disease,26002.24305,17565.60877,32867.41089
Eastern Mediterranean,Female,All,Ischaemic heart disease,91872.57747,62688.72862,115585.7813
Eastern Mediterranean,Female,25-29,Stroke,243.62488,134.34963,369.1571
Eastern Mediterranean,Female,30-34,Stroke,388.07632,213.14249,586.96148
Eastern Mediterranean,Female,35-39,Stroke,533.17439,292.33125,807.05819
Eastern Mediterranean,Female,40-44,Stroke,849.78041,467.08389,1285.64534
GLOBAL,Both,70-74,Ischaemic heart disease,221699.7578,146750.2759,281969.566
GLOBAL,Both,75-79,Ischaemic heart disease,240290.4076,158494.9054,305834.0269
Eastern Mediterranean,Female,45-49,Stroke,1185.64726,651.74482,1796.63332
Eastern Mediterranean,Female,50-54,Stroke,1805.38874,990.81185,2738.743
Eastern Mediterranean,Female,55-59,Stroke,2571.82075,1406.97922,3911.67421
Eastern Mediterranean,Female,60-64,Stroke,3528.56762,1928.58922,5321.62332
Eastern Mediterranean,Female,65-69,Stroke,4252.41643,2323.76992,6412.96032
Eastern Mediterranean,Female,70-74,Stroke,5089.10883,2780.81836,7677.82801
Eastern Mediterranean,Female,75-79,Stroke,5448.41431,2973.0075,8255.88975
Eastern Mediterranean,Female,80+,Stroke,9098.03966,4915.32103,13590.95051
Eastern Mediterranean,Female,All,Stroke,34994.05959,19104.7128,53025.29174
Eastern Mediterranean,Female,25-29,Chronic obstructive pulmonary disease,37.41906,15.7241,66.65716
Eastern Mediterranean,Female,30-34,Chronic obstructive pulmonary disease,63.06948,26.57606,112.2257
Eastern Mediterranean,Female,35-39,Chronic obstructive pulmonary disease,85.31462,36.58639,151.0017
Eastern Mediterranean,Female,40-44,Chronic obstructive pulmonary disease,103.20951,43.31497,182.16993
Eastern Mediterranean,Female,45-49,Chronic obstructive pulmonary disease,175.62559,73.99928,311.41746
GLOBAL,Both,45-49,Ischaemic heart disease,57708.59965,38776.61144,72717.70192
GLOBAL,Both,50-54,Ischaemic heart disease,91014.19385,61027.14534,114925.1766
GLOBAL,Both,55-59,Ischaemic heart disease,130047.1523,86849.51311,164517.7967
GLOBAL,Both,60-64,Ischaemic heart disease,168477.5626,111949.6671,213843.9721
GLOBAL,Both,65-69,Ischaemic heart disease,210824.276,139872.08,267823.3013
GLOBAL,Both,25-29,Ischaemic heart disease,6396.08525,4338.76428,8068.25108
GLOBAL,Both,30-34,Ischaemic heart disease,12960.02097,8777.59416,16334.76435
GLOBAL,Both,35-39,Ischaemic heart disease,21663.62295,14632.60385,27261.30581
GLOBAL,Both,40-44,Ischaemic heart disease,35178.53647,23712.16736,44275.34452
GLOBAL,Both,25-29,Chronic obstructive pulmonary disease,489.02397,195.83322,900.82817
GLOBAL,Both,75-79,Chronic obstructive pulmonary disease,94604.91392,38168.19363,174263.4702
GLOBAL,Both,80+,Chronic obstructive pulmonary disease,244845.0894,97057.3039,458477.5979
GLOBAL,Both,All,Chronic obstructive pulmonary disease,572105.4177,229595.4022,1060262.396
GLOBAL,Both,0-4,Lower respiratory infections,146134.1578,102832.1523,192085.1431
GLOBAL,Both,30-34,Chronic obstructive pulmonary disease,831.48266,335.00482,1524.96313
GLOBAL,Both,35-39,Chronic obstructive pulmonary disease,1375.81943,557.29511,2518.78708
GLOBAL,Both,40-44,Chronic obstructive pulmonary disease,2537.17244,1030.88157,4629.20766
GLOBAL,Both,45-49,Chronic obstructive pulmonary disease,5378.01421,2192.72604,9780.10293
GLOBAL,Both,80+,Ischaemic heart disease,728031.44,470166.7756,938501.3765
GLOBAL,Both,All,Ischaemic heart disease,1924291.655,1268308.136,2452725.023
GLOBAL,Both,25-29,Stroke,2663.31628,1405.8027,3983.14493
GLOBAL,Both,30-34,Stroke,4672.09748,2477.5171,6995.46149
GLOBAL,Both,35-39,Stroke,7712.21855,4105.77042,11497.87581
GLOBAL,Both,40-44,Stroke,13345.81622,7099.40396,19885.77889
GLOBAL,Both,45-49,Stroke,22671.37324,12103.54338,33800.1209
GLOBAL,Both,50-54,Stroke,39780.31597,21256.46591,59707.13471
GLOBAL,Both,55-59,Stroke,56336.0607,30081.07824,84362.33566
GLOBAL,Both,60-64,Stroke,80887.89798,43110.24668,120905.9076
GLOBAL,Both,65-69,Stroke,112074.8005,59668.82812,167382.3311
GLOBAL,Both,70-74,Stroke,123745.7106,65546.32226,184787.2427
GLOBAL,Both,75-79,Stroke,134625.2041,70476.50213,200463.1904
GLOBAL,Both,80+,Stroke,326424.308,170238.4865,490720.5744
GLOBAL,Both,All,Stroke,924939.1197,484605.4133,1372134.787
GLOBAL,Both,50-54,Chronic obstructive pulmonary disease,12322.79382,5030.3485,22374.1732
GLOBAL,Both,55-59,Chronic obstructive pulmonary disease,22199.16033,9026.10608,40507.72371
GLOBAL,Both,60-64,Chronic obstructive pulmonary disease,40626.4946,16498.45817,74201.24898
GLOBAL,Both,65-69,Chronic obstructive pulmonary disease,63425.66874,25759.01929,115857.4958
GLOBAL,Both,70-74,Chronic obstructive pulmonary disease,83469.7842,33744.07478,153158.6923
GLOBAL,Both,5-9,Lower respiratory infections,9211.3478,6285.82408,12292.54411
GLOBAL,Both,65-69,"Trachea, bronchus, lung cancers",33314.75964,19864.6704,49750.46951
GLOBAL,Both,70-74,"Trachea, bronchus, lung cancers",30379.28104,18018.5431,45647.68836
GLOBAL,Both,75-79,"Trachea, bronchus, lung cancers",24789.72605,14671.28358,37324.82572
GLOBAL,Both,80+,"Trachea, bronchus, lung cancers",34676.90894,20312.28051,52742.83482
GLOBAL,Both,10-14,Lower respiratory infections,5328.46661,3606.906,7130.88598
GLOBAL,Both,15-19,Lower respiratory infections,2833.51337,1917.74583,3849.77321
GLOBAL,Female,25-29,Ischaemic heart disease,1922.11365,1306.228,2425.17621
GLOBAL,Female,30-34,Ischaemic heart disease,3452.17438,2339.14681,4353.25993
GLOBAL,Female,35-39,Ischaemic heart disease,5726.20703,3876.09039,7214.2238
GLOBAL,Female,40-44,Ischaemic heart disease,9737.12856,6588.65149,12269.55316
GLOBAL,Female,45-49,Ischaemic heart disease,15940.74807,10743.68952,20046.48568
GLOBAL,Female,50-54,Ischaemic heart disease,27383.87227,18439.96547,34477.0334
GLOBAL,Female,55-59,Ischaemic heart disease,39661.5321,26586.41909,50078.21319
GLOBAL,Female,60-64,Ischaemic heart disease,57371.4563,38315.31228,72553.21892
GLOBAL,Female,65-69,Ischaemic heart disease,80148.42864,53376.44082,101378.0553
GLOBAL,Female,70-74,Ischaemic heart disease,94089.40851,62395.16256,119633.0975
GLOBAL,Female,75-79,Ischaemic heart disease,113206.9347,74602.33522,144285.4271
GLOBAL,Female,80+,Ischaemic heart disease,412988.4395,265454.7435,534442.3965
GLOBAL,Female,All,Ischaemic heart disease,861628.4437,565453.3696,1102688.043
GLOBAL,Female,25-29,Stroke,942.8115,496.88882,1410.16904
GLOBAL,Female,30-34,Stroke,1575.96669,833.64892,2343.34272
GLOBAL,Female,35-39,Stroke,2760.65741,1465.66738,4122.83064
GLOBAL,Female,40-44,Stroke,4861.64425,2584.89658,7227.40677
GLOBAL,Female,45-49,Stroke,8589.69353,4585.06501,12784.10031
GLOBAL,Female,50-54,Stroke,15861.27998,8466.63975,23845.29559
GLOBAL,Female,55-59,Stroke,21945.19023,11717.28646,32941.5656
GLOBAL,Female,60-64,Stroke,32480.62964,17326.3603,48815.91146
GLOBAL,Female,65-69,Stroke,46941.45267,24975.23274,70281.16675
GLOBAL,Female,70-74,Stroke,55940.28075,29685.31011,83636.7775
GLOBAL,Female,75-79,Stroke,65225.56575,34186.07568,96809.60828
GLOBAL,Female,80+,Stroke,183951.3069,95200.7318,274396.5395
GLOBAL,Female,All,Stroke,441076.4793,231486.7861,657842.4627
GLOBAL,Female,25-29,Chronic obstructive pulmonary disease,186.48543,74.21481,344.57761
GLOBAL,Both,20-24,Lower respiratory infections,3118.88167,2096.86828,4261.17112
GLOBAL,Both,25-29,Lower respiratory infections,3878.1565,2601.10247,5333.71402
GLOBAL,Both,30-34,Lower respiratory infections,4602.74311,3048.56571,6402.5324
GLOBAL,Both,35-39,Lower respiratory infections,5913.48365,3892.65936,8237.4207
GLOBAL,Both,40-44,Lower respiratory infections,6994.98473,4626.40559,9778.23983
GLOBAL,Both,45-49,Lower respiratory infections,8998.54569,5973.70838,12510.84865
GLOBAL,Both,50-54,Lower respiratory infections,13009.6462,8780.79698,17889.5421
GLOBAL,Both,55-59,Lower respiratory infections,17993.03834,12180.22758,24704.53943
GLOBAL,Both,60-64,Lower respiratory infections,26648.84215,18117.83231,36375.71614
GLOBAL,Both,65-69,Lower respiratory infections,35540.08484,24311.35253,48266.53811
GLOBAL,Both,70-74,Lower respiratory infections,43409.17266,29508.19011,59226.40019
GLOBAL,Both,75-79,Lower respiratory infections,48336.91819,32122.14119,66551.03003
GLOBAL,Both,80+,Lower respiratory infections,158004.7431,96654.94446,226634.181
GLOBAL,Both,All,Lower respiratory infections,539956.7264,362269.5576,741192.1309
GLOBAL,Both,25-29,"Trachea, bronchus, lung cancers",332.96433,204.25294,487.25345
GLOBAL,Both,30-34,"Trachea, bronchus, lung cancers",779.95873,477.06544,1141.79204
