UN SDG Region,Sex,Age Group,Cause,Value,Low,High
Eastern Asia and South-eastern Asia,Male,40-44,Lower respiratory infections,651.16459,413.09806,898.60352
Eastern Asia and South-eastern Asia,Male,45-49,Lower respiratory infections,960.81409,609.97697,1325.5716
Eastern Asia and South-eastern Asia,Male,50-54,Lower respiratory infections,1520.17292,965.84224,2094.95709
Eastern Asia and South-eastern Asia,Male,55-59,Lower respiratory infections,2110.10305,1325.14633,2931.07089
Eastern Asia and South-eastern Asia,Male,60-64,Ischaemic heart disease,28862.62989,19221.08874,36471.71982
Eastern Asia and South-eastern Asia,Male,65-69,Ischaemic heart disease,38885.71961,25989.26548,49048.85636
Eastern Asia and South-eastern Asia,Male,70-74,Ischaemic heart disease,40100.12885,26855.13374,50612.33631
Eastern Asia and South-eastern Asia,Male,75-79,Ischaemic heart disease,42809.30286,28702.47573,54070.89728
Eastern Asia and South-eastern Asia,Male,80+,Ischaemic heart disease,124364.7526,83609.37882,157202.887
Eastern Asia and South-eastern Asia,Male,All,Ischaemic heart disease,339997.4905,227702.4322,428945.545
Eastern Asia and South-eastern Asia,Male,25-29,Stroke,629.35726,327.31552,937.68305
Eastern Asia and South-eastern Asia,Male,35-39,Chronic obstructive pulmonary disease,215.58427,81.94552,407.43299
Eastern Asia and South-eastern Asia,Male,40-44,Chronic obstructive pulmonary disease,459.83422,178.80882,864.0193
Eastern Asia and South-eastern Asia,Male,45-49,Chronic obstructive pulmonary disease,1024.05456,399.22304,1925.09067
Eastern Asia and South-eastern Asia,Male,50-54,Chronic obstructive pulmonary disease,2289.11137,897.12985,4297.22617
Eastern Asia and South-eastern Asia,Male,55-59,Chronic obstructive pulmonary disease,3960.17706,1546.92944,7450.08045
Eastern Asia and South-eastern Asia,Male,60-64,Chronic obstructive pulmonary disease,7600.55623,2962.26596,14312.65103
Eastern Asia and South-eastern Asia,Male,65-69,Chronic obstructive pulmonary disease,13882.46866,5472.57077,25997.4141
Eastern Asia and South-eastern Asia,Male,70-74,Chronic obstructive pulmonary disease,19808.62454,7855.27955,36861.12731
Eastern Asia and South-eastern Asia,Male,75-79,Chronic obstructive pulmonary disease,24083.03368,9574.77844,44702.65477
Eastern Asia and South-eastern Asia,Male,80+,Chronic obstructive pulmonary disease,67249.94102,26722.3695,125063.0077
Eastern Asia and South-eastern Asia,Male,All,Chronic obstructive pulmonary disease,140806.475,55788.88929,262401.7266
Eastern Asia and South-eastern Asia,Male,0-4,Lower respiratory infections,6072.77054,3828.11677,8362.91492
Eastern Asia and South-eastern Asia,Male,5-9,Lower respiratory infections,176.57186,112.22332,241.88374
Eastern Asia and South-eastern Asia,Male,10-14,Lower respiratory infections,156.94431,99.54754,216.47392
Eastern Asia and South-eastern Asia,Male,15-19,Lower respiratory infections,206.15293,129.91764,284.86209
Eastern Asia and South-eastern Asia,Male,20-24,Lower respiratory infections,296.11644,184.72219,411.3535
Eastern Asia and South-eastern Asia,Male,30-34,Chronic obstructive pulmonary disease,155.90468,59.74354,295.23251
Eastern Asia and South-eastern Asia,Male,35-39,"Trachea, bronchus, lung cancers",551.64978,333.99878,814.21798
Eastern Asia and South-eastern Asia,Male,40-44,"Trachea, bronchus, lung cancers",1243.83491,751.80764,1839.38416
Eastern Asia and South-eastern Asia,Male,45-49,"Trachea, bronchus, lung cancers",2891.8209,1747.70974,4272.90954
Eastern Asia and South-eastern Asia,Male,50-54,"Trachea, bronchus, lung cancers",5747.72472,3483.37466,8463.37227
Eastern Asia and South-eastern Asia,Male,55-59,"Trachea, bronchus, lung cancers",8512.37779,5162.52899,12538.16026
Eastern Asia and South-eastern Asia,Male,60-64,"Trachea, bronchus, lung cancers",11969.95729,7265.36857,17620.35549
Eastern Asia and South-eastern Asia,Male,65-69,"Trachea, bronchus, lung cancers",16453.82066,10002.88138,24193.48107
Eastern Asia and South-eastern Asia,Male,70-74,"Trachea, bronchus, lung cancers",14592.91068,8850.29438,21494.3492
Eastern Asia and South-eastern Asia,Male,75-79,"Trachea, bronchus, lung cancers",11735.32201,7097.29108,17314.57501
Eastern Asia and South-eastern Asia,Male,80+,"Trachea, bronchus, lung cancers",15434.58808,9246.89598,22930.51526
Eastern Asia and South-eastern Asia,Male,All,"Trachea, bronchus, lung cancers",89571.38914,54215.18065,132209.3902
Latin America and the Caribbean,Both,25-29,Ischaemic heart disease,313.36283,190.12982,411.09582
Latin America and the Caribbean,Both,30-34,Ischaemic heart disease,505.58207,306.73422,663.33146
Latin America and the Caribbean,Both,35-39,Ischaemic heart disease,896.73496,538.52229,1179.92701
Latin America and the Caribbean,Both,40-44,Ischaemic heart disease,1504.7165,902.51663,1983.34226
Eastern Asia and South-eastern Asia,Male,60-64,Lower respiratory infections,3366.86549,2104.18402,4692.48456
Eastern Asia and South-eastern Asia,Male,65-69,Lower respiratory infections,4938.99912,3090.23482,6902.34694
Eastern Asia and South-eastern Asia,Male,70-74,Lower respiratory infections,6231.06289,3900.67362,8724.26981
Eastern Asia and South-eastern Asia,Male,75-79,Lower respiratory infections,7737.63986,4848.71887,10850.1254
Eastern Asia and South-eastern Asia,Male,80+,Lower respiratory infections,31060.44483,19280.58456,43897.18794
Latin America and the Caribbean,Both,All,Stroke,30790.50877,13990.22939,50750.03884
Latin America and the Caribbean,Both,25-29,Chronic obstructive pulmonary disease,18.09166,4.75494,40.82895
Latin America and the Caribbean,Both,30-34,Chronic obstructive pulmonary disease,23.58521,6.14468,53.4739
Latin America and the Caribbean,Both,35-39,Chronic obstructive pulmonary disease,41.14173,10.41539,94.01035
Latin America and the Caribbean,Both,40-44,Chronic obstructive pulmonary disease,65.20298,16.30174,149.4479
Latin America and the Caribbean,Both,45-49,Chronic obstructive pulmonary disease,122.55971,30.40547,281.91453
Latin America and the Caribbean,Both,50-54,Chronic obstructive pulmonary disease,259.06806,63.8298,593.81704
Latin America and the Caribbean,Both,55-59,Chronic obstructive pulmonary disease,513.16195,124.88792,1178.66278
Eastern Asia and South-eastern Asia,Male,All,Lower respiratory infections,66831.39274,41829.57027,93734.04252
Eastern Asia and South-eastern Asia,Male,25-29,"Trachea, bronchus, lung cancers",117.00838,71.01838,172.18931
Eastern Asia and South-eastern Asia,Male,30-34,"Trachea, bronchus, lung cancers",320.37394,195.49893,469.0231
Latin America and the Caribbean,Both,45-49,Ischaemic heart disease,2407.57951,1435.45102,3175.44871
Latin America and the Caribbean,Both,50-54,Ischaemic heart disease,3885.65476,2315.12978,5125.71099
Latin America and the Caribbean,Both,55-59,Ischaemic heart disease,5626.31287,3360.60413,7420.29207
Latin America and the Caribbean,Both,60-64,Ischaemic heart disease,7723.54226,4613.2243,10191.45404
Latin America and the Caribbean,Both,65-69,Ischaemic heart disease,9696.5542,5822.44594,12767.72494
Latin America and the Caribbean,Both,70-74,Ischaemic heart disease,11048.96637,6649.95833,14533.93733
Latin America and the Caribbean,Both,75-79,Ischaemic heart disease,12333.97243,7436.25945,16222.38833
Latin America and the Caribbean,Both,80+,Ischaemic heart disease,42534.4632,25791.38561,55913.45274
Latin America and the Caribbean,Both,All,Ischaemic heart disease,98477.44196,59449.03959,129429.2975
Latin America and the Caribbean,Both,25-29,Stroke,130.30364,62.10029,211.25276
Latin America and the Caribbean,Both,30-34,Stroke,189.93165,90.47106,309.78793
Latin America and the Caribbean,Both,35-39,Stroke,324.3193,149.15953,534.57622
Latin America and the Caribbean,Both,40-44,Stroke,505.095,231.35481,834.75425
Latin America and the Caribbean,Both,45-49,Stroke,761.62255,347.20107,1261.38899
Latin America and the Caribbean,Both,50-54,Stroke,1146.5497,521.94176,1901.8368
Latin America and the Caribbean,Both,55-59,Stroke,1563.79481,710.71452,2593.70526
Latin America and the Caribbean,Both,60-64,Stroke,2191.32573,995.36295,3641.70023
Latin America and the Caribbean,Both,65-69,Stroke,2870.35288,1304.35198,4746.01309
Latin America and the Caribbean,Both,70-74,Stroke,3567.84122,1616.80759,5891.43677
Latin America and the Caribbean,Both,75-79,Stroke,4273.6575,1940.87947,7040.15328
Latin America and the Caribbean,Both,80+,Stroke,13265.71479,6023.92136,21896.88112
Latin America and the Caribbean,Both,All,Chronic obstructive pulmonary disease,17276.57227,4460.60735,39061.76178
Latin America and the Caribbean,Both,30-34,"Trachea, bronchus, lung cancers",18.68923,9.66994,30.78401
Latin America and the Caribbean,Both,35-39,"Trachea, bronchus, lung cancers",33.11814,16.94914,54.88086
Latin America and the Caribbean,Both,40-44,"Trachea, bronchus, lung cancers",64.067,32.93447,106.05165
Latin America and the Caribbean,Both,45-49,"Trachea, bronchus, lung cancers",120.36976,61.91669,199.9763
Latin America and the Caribbean,Both,0-4,Lower respiratory infections,2113.81476,1018.04019,3354.51467
Latin America and the Caribbean,Both,5-9,Lower respiratory infections,133.00696,67.46818,207.32535
Latin America and the Caribbean,Both,10-14,Lower respiratory infections,107.33161,54.65877,166.88518
Latin America and the Caribbean,Both,15-19,Lower respiratory infections,162.77892,79.71229,257.09497
Latin America and the Caribbean,Both,20-24,Lower respiratory infections,200.91682,97.80082,318.8673
Latin America and the Caribbean,Both,25-29,Lower respiratory infections,248.68241,123.22179,393.18557
Latin America and the Caribbean,Both,30-34,Lower respiratory infections,274.86659,135.68311,434.0717
Latin America and the Caribbean,Both,35-39,Lower respiratory infections,399.61429,193.85268,637.51946
Latin America and the Caribbean,Both,40-44,Lower respiratory infections,495.09222,240.6784,788.58434
Latin America and the Caribbean,Both,45-49,Lower respiratory infections,639.78167,304.79932,1020.8778
Latin America and the Caribbean,Both,50-54,Lower respiratory infections,860.43115,409.48707,1371.55185
Latin America and the Caribbean,Both,55-59,Lower respiratory infections,1187.01698,558.91752,1901.1011
Latin America and the Caribbean,Both,60-64,Lower respiratory infections,1587.55769,750.29408,2540.7795
Latin America and the Caribbean,Both,65-69,Lower respiratory infections,2205.32359,1041.30382,3516.61057
Latin America and the Caribbean,Both,70-74,Lower respiratory infections,2900.30834,1362.45118,4657.02276
Latin America and the Caribbean,Both,75-79,Lower respiratory infections,3846.28807,1826.2617,6138.50086
Latin America and the Caribbean,Both,80+,Lower respiratory infections,17713.39368,8272.65032,28383.5112
Latin America and the Caribbean,Both,All,Lower respiratory infections,35076.20574,16635.61308,55989.65347
Latin America and the Caribbean,Both,25-29,"Trachea, bronchus, lung cancers",10.93351,5.81534,17.69803
Latin America and the Caribbean,Both,60-64,Chronic obstructive pulmonary disease,930.43887,228.41478,2131.16652
Latin America and the Caribbean,Both,65-69,Chronic obstructive pulmonary disease,1427.46575,351.61491,3257.83629
Latin America and the Caribbean,Both,70-74,Chronic obstructive pulmonary disease,2034.50945,507.33247,4627.69616
Latin America and the Caribbean,Both,75-79,Chronic obstructive pulmonary disease,2564.11005,656.00734,5797.70593
Latin America and the Caribbean,Both,80+,Chronic obstructive pulmonary disease,9277.23686,2431.34229,20851.77112
Latin America and the Caribbean,Female,35-39,Stroke,155.27496,71.50212,257.69958
Latin America and the Caribbean,Female,40-44,Stroke,242.99318,111.79682,403.21156
Latin America and the Caribbean,Female,45-49,Stroke,365.80961,167.66313,605.40608
Latin America and the Caribbean,Female,50-54,Stroke,526.25487,240.89071,871.31558
Latin America and the Caribbean,Female,55-59,Stroke,696.58235,318.88841,1152.10341
Latin America and the Caribbean,Both,50-54,"Trachea, bronchus, lung cancers",252.33522,129.37105,419.89902
Latin America and the Caribbean,Both,55-59,"Trachea, bronchus, lung cancers",465.50822,238.21069,776.19888
Latin America and the Caribbean,Both,60-64,"Trachea, bronchus, lung cancers",643.19532,329.80895,1071.05708
Latin America and the Caribbean,Both,65-69,"Trachea, bronchus, lung cancers",761.71239,389.06015,1267.28148
Latin America and the Caribbean,Both,70-74,"Trachea, bronchus, lung cancers",781.17056,397.96817,1303.10452
Latin America and the Caribbean,Both,75-79,"Trachea, bronchus, lung cancers",690.33227,354.47809,1146.0903
Latin America and the Caribbean,Both,80+,"Trachea, bronchus, lung cancers",1031.40609,531.54441,1706.48429
Latin America and the Caribbean,Both,All,"Trachea, bronchus, lung cancers",4872.83771,2498.48001,8125.64788
Latin America and the Caribbean,Female,25-29,Ischaemic heart disease,84.87567,52.06346,111.85847
Latin America and the Caribbean,Female,30-34,Ischaemic heart disease,140.0769,85.24914,184.9502
Latin America and the Caribbean,Female,35-39,Ischaemic heart disease,254.788,152.83892,336.58382
Latin America and the Caribbean,Female,40-44,Ischaemic heart disease,456.22692,273.00747,602.48959
Latin America and the Caribbean,Female,45-49,Ischaemic heart disease,736.25344,440.8662,972.15264
Latin America and the Caribbean,Female,50-54,Ischaemic heart disease,1191.1073,712.83237,1571.97659
Latin America and the Caribbean,Female,55-59,Ischaemic heart disease,1799.35155,1074.08206,2374.09518
Latin America and the Caribbean,Female,60-64,Ischaemic heart disease,2675.08272,1600.34995,3528.55495
Latin America and the Caribbean,Female,65-69,Ischaemic heart disease,3573.89004,2143.40067,4704.68772
Latin America and the Caribbean,Female,70-74,Ischaemic heart disease,4455.21169,2677.73592,5861.83465
Latin America and the Caribbean,Female,75-79,Ischaemic heart disease,5553.43086,3344.23333,7303.18256
Latin America and the Caribbean,Female,80+,Ischaemic heart disease,24070.86219,14602.30366,31665.47742
Latin America and the Caribbean,Female,All,Ischaemic heart disease,44991.15728,27154.48946,59141.47151
Latin America and the Caribbean,Female,25-29,Stroke,59.91933,28.46135,97.14511
Latin America and the Caribbean,Female,30-34,Stroke,89.50456,41.54168,147.07154
Latin America and the Caribbean,Female,65-69,Stroke,1267.23671,578.69852,2086.78221
Latin America and the Caribbean,Female,30-34,Lower respiratory infections,98.74173,48.28115,157.65977
Latin America and the Caribbean,Female,35-39,Lower respiratory infections,138.85906,67.30892,222.67437
Latin America and the Caribbean,Female,40-44,Lower respiratory infections,172.02252,83.84376,274.15011
Latin America and the Caribbean,Female,45-49,Lower respiratory infections,233.70804,111.11468,372.98919
Latin America and the Caribbean,Female,70-74,Stroke,1642.0029,746.92051,2703.48315
Latin America and the Caribbean,Female,75-79,Stroke,2132.29719,970.33024,3506.0866
Latin America and the Caribbean,Female,80+,Stroke,7815.00091,3545.67201,12900.4102
Latin America and the Caribbean,Female,All,Stroke,15948.06898,7258.18192,26236.34043
Latin America and the Caribbean,Female,25-29,Chronic obstructive pulmonary disease,7.19836,1.8786,16.25781
Latin America and the Caribbean,Female,30-34,Chronic obstructive pulmonary disease,9.27035,2.41829,20.99816
Latin America and the Caribbean,Female,35-39,Chronic obstructive pulmonary disease,15.40336,3.90687,35.15122
Latin America and the Caribbean,Female,40-44,Chronic obstructive pulmonary disease,28.83855,7.2711,66.04019
Latin America and the Caribbean,Female,45-49,Chronic obstructive pulmonary disease,55.17773,13.73775,126.48983
Latin America and the Caribbean,Female,50-54,Chronic obstructive pulmonary disease,118.37022,29.39881,270.60216
Latin America and the Caribbean,Female,55-59,Chronic obstructive pulmonary disease,234.93126,57.57917,537.20074
Latin America and the Caribbean,Female,60-64,Chronic obstructive pulmonary disease,405.43996,99.75692,925.31012
Latin America and the Caribbean,Female,65-69,Chronic obstructive pulmonary disease,590.2741,145.68217,1344.19249
Latin America and the Caribbean,Female,70-74,Chronic obstructive pulmonary disease,864.35737,216.0859,1960.64456
Latin America and the Caribbean,Female,75-79,Chronic obstructive pulmonary disease,1123.01294,289.07074,2531.50676
Latin America and the Caribbean,Female,80+,Chronic obstructive pulmonary disease,4787.70859,1259.64033,10745.70281
Latin America and the Caribbean,Female,All,Chronic obstructive pulmonary disease,8239.9828,2141.23045,18581.78616
Latin America and the Caribbean,Female,0-4,Lower respiratory infections,916.12527,441.66339,1453.73436
Latin America and the Caribbean,Female,5-9,Lower respiratory infections,66.86308,33.70296,104.52692
Latin America and the Caribbean,Female,10-14,Lower respiratory infections,53.55086,27.4388,83.31372
Latin America and the Caribbean,Female,15-19,Lower respiratory infections,63.73569,31.96247,100.06743
Latin America and the Caribbean,Female,20-24,Lower respiratory infections,75.43343,37.46675,118.86271
Latin America and the Caribbean,Female,25-29,Lower respiratory infections,88.04704,43.69708,138.73443
Latin America and the Caribbean,Female,60-64,Stroke,955.19241,436.2302,1582.40792
Latin America and the Caribbean,Female,50-54,Lower respiratory infections,324.20773,153.95094,517.17113
Latin America and the Caribbean,Male,40-44,Ischaemic heart disease,1048.48958,630.37276,1380.19113
Latin America and the Caribbean,Male,45-49,Ischaemic heart disease,1671.32607,997.37803,2201.48969
Latin America and the Caribbean,Male,50-54,Ischaemic heart disease,2694.54746,1602.67496,3553.46917
Latin America and the Caribbean,Male,55-59,Ischaemic heart disease,3826.96132,2280.185,5052.42359
Latin America and the Caribbean,Female,55-59,Lower respiratory infections,470.16417,223.50699,750.04435
Latin America and the Caribbean,Female,60-64,Lower respiratory infections,645.97575,306.82336,1029.49556
Latin America and the Caribbean,Female,65-69,Lower respiratory infections,925.12883,439.37944,1470.55372
Latin America and the Caribbean,Female,70-74,Lower respiratory infections,1281.27836,606.84643,2049.89175
Latin America and the Caribbean,Female,75-79,Lower respiratory infections,1841.09678,873.00299,2936.00531
Latin America and the Caribbean,Female,80+,Lower respiratory infections,10169.70325,4734.09091,16325.86906
Latin America and the Caribbean,Female,All,Lower respiratory infections,17564.64159,8319.2842,28060.0774
Latin America and the Caribbean,Female,25-29,"Trachea, bronchus, lung cancers",4.2528,2.26578,6.90703
Latin America and the Caribbean,Female,30-34,"Trachea, bronchus, lung cancers",7.77917,3.95607,12.89259
Latin America and the Caribbean,Female,35-39,"Trachea, bronchus, lung cancers",16.44405,8.4379,27.3016
Latin America and the Caribbean,Female,40-44,"Trachea, bronchus, lung cancers",31.52658,16.26975,52.12835
Latin America and the Caribbean,Female,45-49,"Trachea, bronchus, lung cancers",59.62925,30.68302,98.61563
Latin America and the Caribbean,Female,50-54,"Trachea, bronchus, lung cancers",116.5629,59.85682,193.36612
Latin America and the Caribbean,Female,55-59,"Trachea, bronchus, lung cancers",199.98005,102.22883,333.43872
Latin America and the Caribbean,Female,60-64,"Trachea, bronchus, lung cancers",254.77484,130.72632,423.80811
Latin America and the Caribbean,Female,65-69,"Trachea, bronchus, lung cancers",294.5644,150.63046,489.96889
Latin America and the Caribbean,Female,70-74,"Trachea, bronchus, lung cancers",289.13064,148.11717,480.02765
Latin America and the Caribbean,Female,75-79,"Trachea, bronchus, lung cancers",262.62597,134.98471,435.67183
Latin America and the Caribbean,Female,80+,"Trachea, bronchus, lung cancers",421.18851,217.02258,697.68541
Latin America and the Caribbean,Female,All,"Trachea, bronchus, lung cancers",1958.45916,1004.50224,3255.00006
Latin America and the Caribbean,Male,25-29,Ischaemic heart disease,228.48716,138.59798,299.84316
Latin America and the Caribbean,Male,30-34,Ischaemic heart disease,365.50517,221.28847,478.71072
Latin America and the Caribbean,Male,35-39,Ischaemic heart disease,641.94697,385.55348,844.10228
Latin America and the Caribbean,Male,60-64,Ischaemic heart disease,5048.45954,3013.41175,6662.8991
Latin America and the Caribbean,Male,55-59,Chronic obstructive pulmonary disease,278.23069,67.86571,641.46204
Latin America and the Caribbean,Male,60-64,Chronic obstructive pulmonary disease,524.99892,128.95641,1205.85639
Latin America and the Caribbean,Male,65-69,Chronic obstructive pulmonary disease,837.19165,206.4726,1913.6438
Latin America and the Caribbean,Male,70-74,Chronic obstructive pulmonary disease,1170.15208,291.24657,2667.0516
Latin America and the Caribbean,Male,65-69,Ischaemic heart disease,6122.66416,3676.46002,8063.03722
Latin America and the Caribbean,Male,70-74,Ischaemic heart disease,6593.75467,3975.03566,8672.10268
Latin America and the Caribbean,Male,75-79,Ischaemic heart disease,6780.54157,4092.24728,8919.20577
Latin America and the Caribbean,Male,80+,Ischaemic heart disease,18463.60101,11189.58099,24247.97533
Latin America and the Caribbean,Male,All,Ischaemic heart disease,53486.28468,32294.55013,70287.82602
Latin America and the Caribbean,Male,25-29,Stroke,70.38431,33.64177,113.07482
Latin America and the Caribbean,Male,30-34,Stroke,100.42708,48.04065,163.0224
Latin America and the Caribbean,Male,35-39,Stroke,169.04434,78.69019,276.74637
Latin America and the Caribbean,Male,40-44,Stroke,262.10182,119.56465,430.94484
Latin America and the Caribbean,Male,45-49,Stroke,395.81295,179.53794,653.99111
Latin America and the Caribbean,Male,50-54,Stroke,620.29483,281.08014,1027.91333
Latin America and the Caribbean,Male,55-59,Stroke,867.21246,391.85878,1441.21857
Latin America and the Caribbean,Male,60-64,Stroke,1236.13332,559.20885,2059.29232
Latin America and the Caribbean,Male,65-69,Stroke,1603.11617,725.72819,2659.20766
Latin America and the Caribbean,Male,70-74,Stroke,1925.83832,869.91591,3189.76611
Latin America and the Caribbean,Male,75-79,Stroke,2141.36031,970.55004,3534.06668
Latin America and the Caribbean,Male,80+,Stroke,5450.71388,2478.24934,8996.47092
Latin America and the Caribbean,Male,All,Stroke,14842.43979,6732.32835,24513.69841
Latin America and the Caribbean,Male,25-29,Chronic obstructive pulmonary disease,10.8933,2.87634,24.57114
Latin America and the Caribbean,Male,30-34,Chronic obstructive pulmonary disease,14.31485,3.75809,32.47574
Latin America and the Caribbean,Male,35-39,Chronic obstructive pulmonary disease,25.73837,6.5091,58.85205
Latin America and the Caribbean,Male,40-44,Chronic obstructive pulmonary disease,36.36443,9.07333,83.40771
Latin America and the Caribbean,Male,45-49,Chronic obstructive pulmonary disease,67.38197,16.66771,155.42241
Latin America and the Caribbean,Male,50-54,Chronic obstructive pulmonary disease,140.69784,34.65465,323.21487
Latin America and the Caribbean,Male,75-79,Chronic obstructive pulmonary disease,1441.09712,366.93728,3266.19917
Latin America and the Caribbean,Male,45-49,"Trachea, bronchus, lung cancers",60.74051,31.00877,101.05479
Latin America and the Caribbean,Male,50-54,"Trachea, bronchus, lung cancers",135.77232,69.51422,226.64445
Latin America and the Caribbean,Male,55-59,"Trachea, bronchus, lung cancers",265.52816,135.91635,445.05489
Latin America and the Caribbean,Male,60-64,"Trachea, bronchus, lung cancers",388.42048,198.08767,649.6591
Latin America and the Caribbean,Male,80+,Chronic obstructive pulmonary disease,4489.52827,1171.70197,10106.32144
Latin America and the Caribbean,Male,All,Chronic obstructive pulmonary disease,9036.58947,2319.39451,20479.97562
Latin America and the Caribbean,Male,0-4,Lower respiratory infections,1197.68949,576.38032,1900.78031
Latin America and the Caribbean,Male,5-9,Lower respiratory infections,66.14388,33.63061,102.82176
Latin America and the Caribbean,Male,10-14,Lower respiratory infections,53.78075,27.10824,83.90371
Europe and Northern America,Both,25-29,Ischaemic heart disease,198.55017,112.11666,275.54604
Europe and Northern America,Both,30-34,Ischaemic heart disease,581.51121,326.18279,807.94181
Europe and Northern America,Both,35-39,Ischaemic heart disease,1275.28128,714.69946,1763.32464
Europe and Northern America,Both,40-44,Ischaemic heart disease,2500.84218,1408.7841,3446.09009
Europe and Northern America,Both,45-49,Ischaemic heart disease,4530.82211,2559.8762,6263.10815
Europe and Northern America,Both,50-54,Ischaemic heart disease,8166.56876,4617.66493,11289.35216
Europe and Northern America,Both,55-59,Ischaemic heart disease,15219.44599,8572.12325,21117.40491
Europe and Northern America,Both,60-64,Ischaemic heart disease,23981.09795,13539.34,33232.435
Europe and Northern America,Both,65-69,Ischaemic heart disease,31796.7313,18005.88578,43979.10795
Europe and Northern America,Both,70-74,Ischaemic heart disease,36032.22013,20453.96131,49743.3887
Europe and Northern America,Both,75-79,Ischaemic heart disease,44841.92807,25509.12015,61799.53477
Europe and Northern America,Both,80+,Ischaemic heart disease,210123.3111,120118.1013,290135.4258
Europe and Northern America,Both,All,Ischaemic heart disease,379248.3102,215749.1339,523138.1389
Europe and Northern America,Both,25-29,Stroke,64.82622,26.77118,116.762
Europe and Northern America,Both,30-34,Stroke,160.89837,66.06746,292.0751
Europe and Northern America,Both,35-39,Stroke,315.58231,129.2662,571.15404
Europe and Northern America,Both,40-44,Stroke,562.17683,235.24706,1010.98634
Europe and Northern America,Both,45-49,Stroke,920.76832,388.49044,1651.95407
Europe and Northern America,Both,50-54,Stroke,1510.86059,640.47629,2699.36359
Europe and Northern America,Both,55-59,Stroke,2760.59115,1164.23054,4959.41254
Latin America and the Caribbean,Male,15-19,Lower respiratory infections,99.04322,47.49848,157.39745
Latin America and the Caribbean,Male,20-24,Lower respiratory infections,125.48338,59.98041,200.18161
Latin America and the Caribbean,Male,25-29,Lower respiratory infections,160.63536,78.7684,254.60864
Latin America and the Caribbean,Male,30-34,Lower respiratory infections,176.12486,87.22613,277.43099
Latin America and the Caribbean,Male,35-39,Lower respiratory infections,260.75524,125.94323,417.01751
Latin America and the Caribbean,Male,40-44,Lower respiratory infections,323.0697,155.94175,516.96663
Latin America and the Caribbean,Male,45-49,Lower respiratory infections,406.07363,192.29017,650.4666
Latin America and the Caribbean,Male,50-54,Lower respiratory infections,536.22342,254.44706,857.89049
Latin America and the Caribbean,Male,55-59,Lower respiratory infections,716.85281,334.77706,1151.72407
Latin America and the Caribbean,Male,60-64,Lower respiratory infections,941.58194,441.27419,1511.28394
Latin America and the Caribbean,Male,65-69,Lower respiratory infections,1280.19477,600.67761,2050.26507
Latin America and the Caribbean,Male,70-74,Lower respiratory infections,1619.02999,756.27541,2607.13101
Latin America and the Caribbean,Male,75-79,Lower respiratory infections,2005.19129,952.42759,3202.49554
Latin America and the Caribbean,Male,80+,Lower respiratory infections,7543.69043,3511.33546,12068.03616
Latin America and the Caribbean,Male,All,Lower respiratory infections,17511.56415,8304.96531,27929.57607
Latin America and the Caribbean,Male,25-29,"Trachea, bronchus, lung cancers",6.68071,3.54955,10.83269
Latin America and the Caribbean,Male,30-34,"Trachea, bronchus, lung cancers",10.91006,5.78595,17.80696
Latin America and the Caribbean,Male,35-39,"Trachea, bronchus, lung cancers",16.67409,8.51034,27.62923
Latin America and the Caribbean,Male,40-44,"Trachea, bronchus, lung cancers",32.54042,16.69279,53.89336
Latin America and the Caribbean,Male,65-69,"Trachea, bronchus, lung cancers",467.14799,236.94373,780.29502
Latin America and the Caribbean,Male,70-74,"Trachea, bronchus, lung cancers",492.03992,249.64387,822.23143
Latin America and the Caribbean,Male,75-79,"Trachea, bronchus, lung cancers",427.7063,219.49339,710.7106
Latin America and the Caribbean,Male,80+,"Trachea, bronchus, lung cancers",610.21758,314.49279,1008.31486
Latin America and the Caribbean,Male,All,"Trachea, bronchus, lung cancers",2914.37855,1494.74842,4867.94302
Europe and Northern America,Both,5-9,Lower respiratory infections,27.16087,10.53606,49.21265
Europe and Northern America,Both,30-34,Lower respiratory infections,223.15338,84.04937,412.10653
Europe and Northern America,Both,10-14,Lower respiratory infections,27.46135,10.89256,48.64588
Europe and Northern America,Both,15-19,Lower respiratory infections,34.21487,13.78959,60.13354
Europe and Northern America,Both,20-24,Lower respiratory infections,54.86998,21.21787,99.29581
Europe and Northern America,Both,25-29,Lower respiratory infections,100.42835,37.98873,184.18787
Europe and Northern America,Both,60-64,Stroke,4586.74692,1930.96037,8199.67586
Europe and Northern America,Both,65-69,Stroke,6850.44907,2890.51159,12168.2758
Europe and Northern America,Both,70-74,Stroke,8559.8705,3655.00256,15155.75036
Europe and Northern America,Both,75-79,Stroke,11741.36646,5018.6932,20745.84351
Europe and Northern America,Both,80+,Stroke,54055.71275,23060.5126,95487.05596
Europe and Northern America,Both,All,Stroke,92089.84949,39545.68116,163082.4489
Europe and Northern America,Both,25-29,Chronic obstructive pulmonary disease,7.60787,1.74435,18.02085
Europe and Northern America,Both,25-29,"Trachea, bronchus, lung cancers",6.1851,2.99172,10.51518
Europe and Northern America,Both,30-34,"Trachea, bronchus, lung cancers",19.28488,9.2961,32.7897
Europe and Northern America,Both,35-39,"Trachea, bronchus, lung cancers",53.18397,25.57502,90.81848
Europe and Northern America,Both,40-44,"Trachea, bronchus, lung cancers",133.53337,65.45215,228.82987
Europe and Northern America,Both,45-49,"Trachea, bronchus, lung cancers",413.00705,199.06616,704.49822
