Country,Sex,Cause,Value,Low,High
Republic of Korea,Male,"Trachea, bronchus, lung cancers",1619.08494,916.30057,2524.60357
Kuwait,Both,Chronic obstructive pulmonary disease,22.49557,10.22415,38.54176
Kuwait,Both,Ischaemic heart disease,667.44772,478.15183,838.10191
Kuwait,Both,Lower respiratory infections,121.73218,91.20807,154.36603
Kuwait,Both,Stroke,131.48636,72.39284,205.05997
Kuwait,Both,"Trachea, bronchus, lung cancers",36.95738,25.04349,51.21757
Kuwait,Female,Chronic obstructive pulmonary disease,3.79041,1.72273,6.49412
Kuwait,Female,Ischaemic heart disease,63.57234,45.54249,79.82663
Kuwait,Female,Lower respiratory infections,32.80023,24.57564,41.59328
Kuwait,Female,Stroke,26.24144,14.44783,40.92491
Kuwait,Female,"Trachea, bronchus, lung cancers",9.91555,6.71909,13.74151
Kuwait,Male,Chronic obstructive pulmonary disease,18.70516,8.50142,32.04764
Kuwait,Male,Ischaemic heart disease,603.87537,432.60934,758.27528
Kuwait,Male,Lower respiratory infections,88.93195,66.63244,112.77274
Kuwait,Male,Stroke,105.24493,57.94501,164.13505
Kuwait,Male,"Trachea, bronchus, lung cancers",27.04183,18.3244,37.47606
Lao People's Democratic Republic,Both,Chronic obstructive pulmonary disease,226.29806,69.40259,466.31652
Lao People's Democratic Republic,Male,Chronic obstructive pulmonary disease,147.70425,45.29892,304.36376
Lao People's Democratic Republic,Male,Ischaemic heart disease,590.00415,370.85759,768.4182
Liberia,Female,"Trachea, bronchus, lung cancers",2.83994,1.22583,4.89126
Liberia,Male,Chronic obstructive pulmonary disease,25.91816,8.66812,51.12262
Liberia,Male,Ischaemic heart disease,195.17662,124.19811,258.6091
Liberia,Male,Lower respiratory infections,342.90693,179.1183,501.13472
Liberia,Male,Stroke,106.7604,49.43619,173.92198
Liberia,Male,"Trachea, bronchus, lung cancers",6.86726,2.96419,11.82757
Libya,Both,Chronic obstructive pulmonary disease,103.45038,31.53841,209.42123
Libya,Both,Ischaemic heart disease,1515.0295,952.50325,2013.79947
Libya,Both,Lower respiratory infections,174.56485,82.88427,259.13568
Libya,Both,Stroke,396.54397,186.14382,649.08131
Libya,Both,"Trachea, bronchus, lung cancers",74.75079,30.51527,133.62609
Libya,Female,Chronic obstructive pulmonary disease,41.37523,12.61387,83.75853
Libya,Female,Ischaemic heart disease,735.84841,462.62994,978.10052
Libya,Female,Lower respiratory infections,86.21411,40.93489,127.98196
Libya,Female,Stroke,231.55347,108.69475,379.01731
Libya,Female,"Trachea, bronchus, lung cancers",7.70827,3.14672,13.77947
Libya,Male,Chronic obstructive pulmonary disease,62.07515,18.92455,125.66269
Libya,Male,Ischaemic heart disease,779.18109,489.87331,1035.69895
Libya,Male,Lower respiratory infections,88.35074,41.94938,131.15372
Libya,Male,Stroke,164.9905,77.44907,270.064
Libya,Male,"Trachea, bronchus, lung cancers",67.04252,27.36855,119.84662
Saint Lucia,Both,Chronic obstructive pulmonary disease,3.76005,0.54444,9.70597
Saint Lucia,Both,Ischaemic heart disease,22.67797,12.24487,32.35198
Saint Lucia,Both,Lower respiratory infections,6.12392,1.49353,12.67357
Saint Lucia,Both,Stroke,14.72236,4.33457,28.19581
Saint Lucia,Both,"Trachea, bronchus, lung cancers",0.69536,0.2424,1.38577
Saint Lucia,Female,Chronic obstructive pulmonary disease,0.8419,0.1219,2.17322
Saint Lucia,Female,Ischaemic heart disease,8.80719,4.7554,12.56418
Saint Lucia,Female,Lower respiratory infections,2.47104,0.60265,5.11387
Saint Lucia,Female,Stroke,6.7338,1.98257,12.89637
Saint Lucia,Female,"Trachea, bronchus, lung cancers",0.10276,0.03582,0.2048
Saint Lucia,Male,Chronic obstructive pulmonary disease,2.91815,0.42253,7.53275
Saint Lucia,Male,Ischaemic heart disease,13.87078,7.48947,19.7878
Saint Lucia,Male,Lower respiratory infections,3.65288,0.89088,7.5597
Saint Lucia,Male,Stroke,7.98856,2.352,15.29944
Saint Lucia,Male,"Trachea, bronchus, lung cancers",0.59259,0.20657,1.18097
Sri Lanka,Both,Chronic obstructive pulmonary disease,1451.02534,456.07505,2906.53788
Sri Lanka,Both,Ischaemic heart disease,5804.00479,3727.11671,7629.91496
Sri Lanka,Both,Lower respiratory infections,1103.2836,567.15082,1643.21032
Sri Lanka,Both,Stroke,969.7576,470.29743,1487.95588
Sri Lanka,Both,"Trachea, bronchus, lung cancers",190.2383,96.73452,313.2038
Sri Lanka,Female,Chronic obstructive pulmonary disease,590.23069,185.51674,1182.28663
Sri Lanka,Female,Ischaemic heart disease,2575.17686,1653.68311,3385.3143
Sri Lanka,Female,Lower respiratory infections,483.10163,248.34185,719.52269
Sri Lanka,Female,Stroke,469.82459,227.84797,720.87939
Sri Lanka,Female,"Trachea, bronchus, lung cancers",51.43342,26.15345,84.67875
Sri Lanka,Male,Chronic obstructive pulmonary disease,860.79465,270.55831,1724.25125
Sri Lanka,Male,Ischaemic heart disease,3228.82793,2073.4336,4244.60066
Sri Lanka,Male,Lower respiratory infections,620.18197,318.80898,923.68763
Sri Lanka,Male,Stroke,499.93301,242.44946,767.07649
Sri Lanka,Male,"Trachea, bronchus, lung cancers",138.80488,70.58107,228.52504
Lesotho,Both,Chronic obstructive pulmonary disease,136.54503,35.91292,302.30747
Lesotho,Both,Ischaemic heart disease,419.28647,252.75632,561.25293
Lesotho,Both,Lower respiratory infections,539.83474,237.09183,876.07617
Lesotho,Both,Stroke,338.71278,153.39538,550.55087
Lesotho,Both,"Trachea, bronchus, lung cancers",4.13604,1.90807,7.34925
Lesotho,Female,Chronic obstructive pulmonary disease,62.34744,16.3981,138.03576
Lesotho,Female,Ischaemic heart disease,204.45554,123.25089,273.68227
Lesotho,Female,Lower respiratory infections,247.52387,108.71084,401.69658
Lesotho,Female,Stroke,193.03687,87.42204,313.76619
Lesotho,Female,"Trachea, bronchus, lung cancers",1.27679,0.58902,2.2687
Lesotho,Male,Chronic obstructive pulmonary disease,74.19759,19.51482,164.27172
Lesotho,Male,Ischaemic heart disease,214.83093,129.50543,287.57066
Lesotho,Male,Lower respiratory infections,292.31087,128.38099,474.3796
Lesotho,Male,Stroke,145.67591,65.97333,236.78469
Lesotho,Male,"Trachea, bronchus, lung cancers",2.85925,1.31905,5.08055
Lithuania,Both,Chronic obstructive pulmonary disease,42.27435,8.21836,102.52424
Lithuania,Both,Ischaemic heart disease,2507.85668,1448.31925,3442.29594
Lithuania,Both,Lower respiratory infections,72.31106,23.87955,134.46525
Lithuania,Both,Stroke,494.44685,192.91711,885.02115
Lithuania,Both,"Trachea, bronchus, lung cancers",60.08751,28.07968,105.52912
Lithuania,Female,Chronic obstructive pulmonary disease,11.4323,2.2225,27.72575
Lithuania,Female,Ischaemic heart disease,1513.28738,873.94278,2077.14541
Lithuania,Female,Lower respiratory infections,31.01745,10.24301,57.67817
Lithuania,Female,Stroke,322.71523,125.91301,577.635
Lithuania,Female,"Trachea, bronchus, lung cancers",13.15894,6.14935,23.11049
Lithuania,Male,Chronic obstructive pulmonary disease,30.84205,5.99586,74.7985
Lithuania,Male,Ischaemic heart disease,994.5693,574.37647,1365.15053
Lithuania,Male,Lower respiratory infections,41.29361,13.63654,76.78708
Lithuania,Male,Stroke,171.73162,67.0041,307.38615
Lithuania,Male,"Trachea, bronchus, lung cancers",46.92856,21.93033,82.41863
Luxembourg,Both,Chronic obstructive pulmonary disease,17.29459,3.10118,44.44343
Luxembourg,Both,Ischaemic heart disease,100.00322,56.09347,137.17765
Luxembourg,Both,Lower respiratory infections,10.42371,3.11955,20.97998
Luxembourg,Both,Stroke,20.11373,7.40249,37.49751
Luxembourg,Both,"Trachea, bronchus, lung cancers",9.55008,4.30878,17.47313
Luxembourg,Female,Chronic obstructive pulmonary disease,8.32215,1.49229,21.38618
Luxembourg,Female,Ischaemic heart disease,47.16909,26.45793,64.70336
Luxembourg,Female,Lower respiratory infections,5.55603,1.66278,11.18271
Luxembourg,Female,Stroke,11.29654,4.15748,21.05985
Luxembourg,Female,"Trachea, bronchus, lung cancers",3.26238,1.47191,5.96895
Luxembourg,Male,Chronic obstructive pulmonary disease,8.97243,1.60889,23.05725
Luxembourg,Male,Ischaemic heart disease,52.83414,29.63555,72.47429
Luxembourg,Male,Lower respiratory infections,4.86768,1.45678,9.79727
Luxembourg,Male,Stroke,8.81719,3.245,16.43766
Luxembourg,Male,"Trachea, bronchus, lung cancers",6.2877,2.83687,11.50418
Latvia,Both,Chronic obstructive pulmonary disease,32.07815,7.5146,74.71143
Latvia,Both,Ischaemic heart disease,1397.23074,817.49582,1867.94495
Latvia,Both,Lower respiratory infections,63.3272,25.14609,108.44437
Latvia,Both,Stroke,565.1311,238.55445,965.21047
Latvia,Both,"Trachea, bronchus, lung cancers",51.44656,24.54164,87.24978
Latvia,Female,Chronic obstructive pulmonary disease,8.67926,2.03319,20.21437
Latvia,Female,Ischaemic heart disease,801.23272,468.78756,1071.16066
Latvia,Female,Lower respiratory infections,28.81703,11.44273,49.34759
Latvia,Female,Stroke,377.88386,159.51321,645.40326
Latvia,Female,"Trachea, bronchus, lung cancers",11.70462,5.58347,19.85022
Latvia,Male,Chronic obstructive pulmonary disease,23.3989,5.4814,54.49706
Latvia,Male,Ischaemic heart disease,595.99802,348.70825,796.78428
Latvia,Male,Lower respiratory infections,34.51017,13.70337,59.09678
Latvia,Male,Stroke,187.24725,79.04124,319.80721
Latvia,Male,"Trachea, bronchus, lung cancers",39.74194,18.95817,67.39957
Morocco,Both,Chronic obstructive pulmonary disease,638.98816,143.20365,1475.8248
Morocco,Both,Ischaemic heart disease,14005.52468,8344.49505,18945.34618
Morocco,Both,Lower respiratory infections,974.95202,431.40709,1625.47753
Morocco,Both,Stroke,3280.87829,1425.16701,5491.89876
Morocco,Both,"Trachea, bronchus, lung cancers",402.56794,190.80362,705.14108
Morocco,Female,Chronic obstructive pulmonary disease,261.63731,58.63554,604.28479
Morocco,Female,Ischaemic heart disease,6896.67163,4109.03865,9329.16363
Morocco,Female,Lower respiratory infections,488.14521,215.99966,813.85449
Morocco,Female,Stroke,1860.20437,808.04641,3113.81684
Morocco,Female,"Trachea, bronchus, lung cancers",36.37476,17.24041,63.71432
Morocco,Male,Chronic obstructive pulmonary disease,377.35085,84.56811,871.54001
Morocco,Male,Ischaemic heart disease,7108.85305,4235.45639,9616.18254
Morocco,Male,Lower respiratory infections,486.8068,215.40743,811.62304
Morocco,Male,Stroke,1420.67392,617.12061,2378.08192
Morocco,Male,"Trachea, bronchus, lung cancers",366.19318,173.5632,641.42676
Republic of Moldova,Both,Chronic obstructive pulmonary disease,71.77419,15.33533,173.97923
Republic of Moldova,Both,Ischaemic heart disease,2511.83952,1499.21123,3409.99497
Republic of Moldova,Both,Lower respiratory infections,132.81975,49.91172,234.58399
Republic of Moldova,Both,Stroke,578.20693,239.67797,1004.37052
Republic of Moldova,Both,"Trachea, bronchus, lung cancers",63.31152,28.09885,117.3993
Republic of Moldova,Female,Chronic obstructive pulmonary disease,27.39932,5.85416,66.41541
Republic of Moldova,Female,Ischaemic heart disease,1372.05332,818.92085,1862.65678
Republic of Moldova,Female,Lower respiratory infections,34.52143,12.97265,60.97116
Republic of Moldova,Female,Stroke,323.82645,134.23233,562.50058
Republic of Moldova,Female,"Trachea, bronchus, lung cancers",11.78274,5.2294,21.84888
Republic of Moldova,Male,Chronic obstructive pulmonary disease,44.37487,9.48117,107.56381
Republic of Moldova,Male,Ischaemic heart disease,1139.7862,680.29039,1547.33819
Republic of Moldova,Male,Lower respiratory infections,98.29832,36.93907,173.61283
Republic of Moldova,Male,Stroke,254.38049,105.44564,441.86994
Republic of Moldova,Male,"Trachea, bronchus, lung cancers",51.52878,22.86945,95.55042
Madagascar,Both,Chronic obstructive pulmonary disease,447.15012,120.54106,993.52854
Madagascar,Both,Ischaemic heart disease,2362.9965,1422.85007,3201.85781
Madagascar,Both,Lower respiratory infections,2153.9052,915.23514,3658.70575
Madagascar,Both,Stroke,1998.85535,875.77915,3365.01927
Madagascar,Both,"Trachea, bronchus, lung cancers",10.72849,4.76139,18.87872
Madagascar,Female,Chronic obstructive pulmonary disease,174.16562,46.95092,386.98081
Madagascar,Female,Ischaemic heart disease,953.77101,574.3018,1292.35873
Madagascar,Female,Lower respiratory infections,1116.61232,474.46974,1896.72039
Madagascar,Female,Stroke,1096.6385,480.48156,1846.16144
Madagascar,Female,"Trachea, bronchus, lung cancers",4.30776,1.91182,7.58028
Madagascar,Male,Chronic obstructive pulmonary disease,272.98449,73.59014,606.54773
Madagascar,Male,Ischaemic heart disease,1409.22549,848.54827,1909.49908
Madagascar,Male,Lower respiratory infections,1037.29288,440.7654,1761.98536
Madagascar,Male,Stroke,902.21685,395.29759,1518.85783
Madagascar,Male,"Trachea, bronchus, lung cancers",6.42073,2.84957,11.29844
Maldives,Both,Chronic obstructive pulmonary disease,9.06426,2.12195,21.30147
Maldives,Both,Ischaemic heart disease,50.18005,29.10737,68.28033
Maldives,Both,Lower respiratory infections,4.40809,1.74083,7.78398
Maldives,Both,Stroke,14.48873,5.97433,24.49424
Maldives,Both,"Trachea, bronchus, lung cancers",2.15904,1.01195,3.85063
Maldives,Female,Chronic obstructive pulmonary disease,4.59084,1.07472,10.78871
Maldives,Female,Ischaemic heart disease,17.72048,10.27892,24.11238
Maldives,Female,Lower respiratory infections,2.1591,0.85266,3.81261
Maldives,Female,Stroke,5.40797,2.22994,9.14257
Maldives,Female,"Trachea, bronchus, lung cancers",0.50342,0.23595,0.89784
Maldives,Male,Chronic obstructive pulmonary disease,4.47342,1.04723,10.51276
Maldives,Male,Ischaemic heart disease,32.45957,18.82845,44.16795
Maldives,Male,Lower respiratory infections,2.249,0.88817,3.97137
Maldives,Male,Stroke,9.08076,3.74439,15.35167
Maldives,Male,"Trachea, bronchus, lung cancers",1.65562,0.776,2.95279
Mexico,Both,Chronic obstructive pulmonary disease,3667.89274,1089.19358,7921.35302
Mexico,Both,Ischaemic heart disease,23289.40039,14599.96102,30446.60323
Mexico,Both,Lower respiratory infections,4287.29231,2200.05155,6513.02973
Mexico,Both,Stroke,4835.93244,2372.05251,7728.19524
Mexico,Both,"Trachea, bronchus, lung cancers",603.04633,327.06194,986.84186
Mexico,Female,Chronic obstructive pulmonary disease,1781.49445,529.02101,3847.3989
Mexico,Female,Ischaemic heart disease,10465.85156,6560.96861,13682.17406
Mexico,Female,Lower respiratory infections,1889.51919,969.6189,2870.45851
Mexico,Female,Stroke,2487.89626,1220.32734,3975.85125
Mexico,Female,"Trachea, bronchus, lung cancers",230.4813,125.00144,377.16604
Mexico,Male,Chronic obstructive pulmonary disease,1886.39828,560.17257,4073.95412
Mexico,Male,Ischaemic heart disease,12823.54883,8038.99241,16764.42916
Mexico,Male,Lower respiratory infections,2397.77311,1230.43265,3642.57122
Mexico,Male,Stroke,2348.03618,1151.72517,3752.34399
Mexico,Male,"Trachea, bronchus, lung cancers",372.56502,202.0605,609.67582
The former Yugoslav Republic of Macedonia,Both,Chronic obstructive pulmonary disease,127.67498,43.73869,251.14056
The former Yugoslav Republic of Macedonia,Both,Ischaemic heart disease,991.76892,650.45166,1274.01682
The former Yugoslav Republic of Macedonia,Both,Lower respiratory infections,34.52699,20.90704,48.87677
The former Yugoslav Republic of Macedonia,Both,Stroke,811.75022,417.47382,1223.94778
The former Yugoslav Republic of Macedonia,Both,"Trachea, bronchus, lung cancers",118.98814,66.69995,184.77144
The former Yugoslav Republic of Macedonia,Female,Chronic obstructive pulmonary disease,48.02554,16.45251,94.46768
The former Yugoslav Republic of Macedonia,Female,Ischaemic heart disease,452.35683,296.67823,581.09324
The former Yugoslav Republic of Macedonia,Female,Lower respiratory infections,15.95705,9.66243,22.58897
The former Yugoslav Republic of Macedonia,Female,Stroke,439.74781,226.15725,663.04677
The former Yugoslav Republic of Macedonia,Female,"Trachea, bronchus, lung cancers",21.70907,12.16923,33.71106
The former Yugoslav Republic of Macedonia,Male,Chronic obstructive pulmonary disease,79.64945,27.28618,156.67288
The former Yugoslav Republic of Macedonia,Male,Ischaemic heart disease,539.41209,353.77342,692.92358
The former Yugoslav Republic of Macedonia,Male,Lower respiratory infections,18.56993,11.24461,26.2878
The former Yugoslav Republic of Macedonia,Male,Stroke,372.00241,191.31657,560.90101
The former Yugoslav Republic of Macedonia,Male,"Trachea, bronchus, lung cancers",97.27906,54.53072,151.06038
Mali,Both,Chronic obstructive pulmonary disease,379.74553,110.89509,760.63788
Mali,Both,Ischaemic heart disease,1439.50242,894.27191,1945.37613
Mali,Both,Lower respiratory infections,2914.24733,1357.10516,4507.21281
Mali,Both,Stroke,989.34262,473.56739,1697.93208
Mali,Both,"Trachea, bronchus, lung cancers",38.44585,13.61214,74.61177
Mali,Female,Chronic obstructive pulmonary disease,157.67525,46.04507,315.82667
Mali,Female,Ischaemic heart disease,835.75188,519.19984,1129.454
Mali,Female,Lower respiratory infections,1367.67357,636.89751,2115.26173
Mali,Female,Stroke,584.84955,279.9492,1003.73197
Mali,Female,"Trachea, bronchus, lung cancers",10.89995,3.85923,21.1535
Mali,Male,Chronic obstructive pulmonary disease,222.07028,64.85002,444.8112
Mali,Male,Ischaemic heart disease,603.75054,375.07206,815.92213
Mali,Male,Lower respiratory infections,1546.57376,720.20765,2391.95108
Mali,Male,Stroke,404.49307,193.61819,694.20012
Mali,Male,"Trachea, bronchus, lung cancers",27.54591,9.7529,53.45827
Malta,Both,Chronic obstructive pulmonary disease,12.66062,2.9238,29.02206
Malta,Both,Ischaemic heart disease,157.85966,92.86313,210.23695
Malta,Both,Lower respiratory infections,29.05422,12.09348,49.43384
Malta,Both,Stroke,29.72784,13.21547,50.43651
Malta,Both,"Trachea, bronchus, lung cancers",11.61776,5.68028,20.00794
Malta,Female,Chronic obstructive pulmonary disease,3.56171,0.82253,8.16454
Malta,Female,Ischaemic heart disease,78.51418,46.18705,104.56491
Malta,Female,Lower respiratory infections,16.57513,6.8992,28.2015
Malta,Female,Stroke,16.58667,7.37358,28.14109
Malta,Female,"Trachea, bronchus, lung cancers",2.82868,1.38303,4.87152
Malta,Male,Chronic obstructive pulmonary disease,9.09891,2.10127,20.85752
Malta,Male,Ischaemic heart disease,79.34548,46.67608,105.67204
Malta,Male,Lower respiratory infections,12.47908,5.19427,21.23234
Malta,Male,Stroke,13.14117,5.84189,22.29542
Malta,Male,"Trachea, bronchus, lung cancers",8.78908,4.29725,15.13643
Myanmar,Both,Chronic obstructive pulmonary disease,4392.0251,1563.79119,8592.31569
Myanmar,Both,Ischaemic heart disease,7940.29323,5172.74864,10177.5501
Myanmar,Both,Lower respiratory infections,3821.30908,2347.22526,5303.17408
Myanmar,Both,Stroke,10768.49076,5475.44151,16143.38612
Myanmar,Both,"Trachea, bronchus, lung cancers",907.64629,523.45104,1419.77804
Myanmar,Female,Chronic obstructive pulmonary disease,1697.91319,604.54611,3321.70373
Myanmar,Female,Ischaemic heart disease,3815.14346,2485.39665,4890.09821
Myanmar,Female,Lower respiratory infections,1695.00445,1041.15035,2352.31003
Myanmar,Female,Stroke,5670.63693,2883.34192,8501.03172
Myanmar,Female,"Trachea, bronchus, lung cancers",406.52469,234.44791,635.90282
Myanmar,Male,Chronic obstructive pulmonary disease,2694.11191,959.24508,5270.61196
Myanmar,Male,Ischaemic heart disease,4125.14976,2687.35199,5287.45189
Myanmar,Male,Lower respiratory infections,2126.30463,1306.07492,2950.86405
Myanmar,Male,Stroke,5097.85383,2592.09959,7642.3544
Myanmar,Male,"Trachea, bronchus, lung cancers",501.1216,289.00313,783.87523
Montenegro,Both,Chronic obstructive pulmonary disease,12.06265,3.68785,25.4255
Montenegro,Both,Ischaemic heart disease,361.73909,229.64487,469.67867
Montenegro,Both,Lower respiratory infections,15.15161,8.31609,22.56808
Montenegro,Both,Stroke,283.87161,137.45914,441.32829
Montenegro,Both,"Trachea, bronchus, lung cancers",30.22203,16.30119,49.10609
Montenegro,Female,Chronic obstructive pulmonary disease,3.75457,1.14787,7.91384
Montenegro,Female,Ischaemic heart disease,152.67113,96.92108,198.22678
Montenegro,Female,Lower respiratory infections,6.2433,3.42669,9.29929
Montenegro,Female,Stroke,163.80867,79.32107,254.66935
Montenegro,Female,"Trachea, bronchus, lung cancers",6.72618,3.62797,10.92899
Montenegro,Male,Chronic obstructive pulmonary disease,8.30808,2.53998,17.51165
Montenegro,Male,Ischaemic heart disease,209.06796,132.7238,271.4519
Montenegro,Male,Lower respiratory infections,8.90831,4.8894,13.26879
Montenegro,Male,Stroke,120.06294,58.13807,186.65894
Montenegro,Male,"Trachea, bronchus, lung cancers",23.49585,12.67322,38.17709
Mongolia,Both,Chronic obstructive pulmonary disease,67.63753,27.34989,126.06734
Mongolia,Both,Ischaemic heart disease,1304.48679,912.11412,1658.12821
Mongolia,Both,Lower respiratory infections,111.14355,75.92126,148.59207
Mongolia,Both,Stroke,786.90979,433.4172,1197.69033
Mongolia,Both,"Trachea, bronchus, lung cancers",67.68162,39.83796,101.15516
Mongolia,Female,Chronic obstructive pulmonary disease,28.49643,11.52281,53.11356
Mongolia,Female,Ischaemic heart disease,522.79515,365.54516,664.52293
Mongolia,Female,Lower respiratory infections,44.8795,30.65682,60.00112
Mongolia,Female,Stroke,361.15641,198.91912,549.68632
Mongolia,Female,"Trachea, bronchus, lung cancers",12.44238,7.32369,18.59605
Mongolia,Male,Chronic obstructive pulmonary disease,39.14109,15.82708,72.95378
Mongolia,Male,Ischaemic heart disease,781.69164,546.56896,993.60528
Mongolia,Male,Lower respiratory infections,66.26405,45.26444,88.59095
Mongolia,Male,Stroke,425.75338,234.49808,648.00401
Mongolia,Male,"Trachea, bronchus, lung cancers",55.23924,32.51428,82.55911
Mozambique,Both,Chronic obstructive pulmonary disease,334.96204,67.57486,785.57584
Mozambique,Both,Ischaemic heart disease,2356.9787,1233.80896,3337.80926
Mozambique,Both,Lower respiratory infections,3318.02457,1077.53529,5838.56986
Mozambique,Both,Stroke,2576.96221,889.69328,4389.00614
Mozambique,Both,"Trachea, bronchus, lung cancers",16.33626,5.14352,33.56022
Mozambique,Female,Chronic obstructive pulmonary disease,110.53205,22.29861,259.2273
Mozambique,Female,Ischaemic heart disease,990.96576,518.7414,1403.34517
Mozambique,Female,Lower respiratory infections,1479.04498,480.32289,2602.60503
Mozambique,Female,Stroke,1188.69653,410.39613,2024.55292
Mozambique,Female,"Trachea, bronchus, lung cancers",8.00308,2.51979,16.44103
Mozambique,Male,Chronic obstructive pulmonary disease,224.42999,45.27625,526.34854
Mozambique,Male,Ischaemic heart disease,1366.01295,715.06756,1934.46409
Mozambique,Male,Lower respiratory infections,1838.97959,597.2124,3235.96483
Mozambique,Male,Stroke,1388.26568,479.29715,2364.45322
Mozambique,Male,"Trachea, bronchus, lung cancers",8.33319,2.62373,17.11919
Mauritania,Both,Chronic obstructive pulmonary disease,55.53107,17.67575,112.68145
Mauritania,Both,Ischaemic heart disease,406.95648,255.38301,552.33841
Mauritania,Both,Lower respiratory infections,627.82861,317.81119,932.54886
Mauritania,Both,Stroke,225.0421,105.65014,378.01441
Mauritania,Both,"Trachea, bronchus, lung cancers",9.77754,3.83898,18.27048
Mauritania,Female,Chronic obstructive pulmonary disease,28.54651,9.08646,57.92545
Mauritania,Female,Ischaemic heart disease,252.03488,158.16292,342.07232
Mauritania,Female,Lower respiratory infections,311.77594,157.82314,463.09819
Mauritania,Female,Stroke,142.50647,66.90228,239.3752
Mauritania,Female,"Trachea, bronchus, lung cancers",2.95329,1.15956,5.51857
Mauritania,Male,Chronic obstructive pulmonary disease,26.98456,8.58929,54.756
Mauritania,Male,Ischaemic heart disease,154.9216,97.22009,210.2661
Mauritania,Male,Lower respiratory infections,316.05267,159.98805,469.45067
Mauritania,Male,Stroke,82.53563,38.74787,138.6392
Mauritania,Male,"Trachea, bronchus, lung cancers",6.82425,2.67942,12.75191
Mauritius,Both,Chronic obstructive pulmonary disease,52.91123,9.68036,136.54174
Mauritius,Both,Ischaemic heart disease,294.23557,164.20359,403.89514
Mauritius,Both,Lower respiratory infections,37.7888,12.59838,70.51113
Mauritius,Both,Stroke,86.00945,32.78431,154.62713
Mauritius,Both,"Trachea, bronchus, lung cancers",8.31438,3.57502,15.18645
Mauritius,Female,Chronic obstructive pulmonary disease,23.80738,4.35567,61.43689
Mauritius,Female,Ischaemic heart disease,132.44146,73.9114,181.80148
Mauritius,Female,Lower respiratory infections,19.08445,6.36255,35.61018
Mauritius,Female,Stroke,40.26577,15.34814,72.38949
Mauritius,Female,"Trachea, bronchus, lung cancers",2.45795,1.05687,4.48952
Mauritius,Male,Chronic obstructive pulmonary disease,29.10385,5.32468,75.10485
Mauritius,Male,Ischaemic heart disease,161.79411,90.29219,222.09367
Mauritius,Male,Lower respiratory infections,18.70435,6.23583,34.90095
Mauritius,Male,Stroke,45.74368,17.43616,82.23764
Mauritius,Male,"Trachea, bronchus, lung cancers",5.85642,2.51815,10.69693
Malawi,Both,Chronic obstructive pulmonary disease,162.42149,17.54399,383.46761
Malawi,Both,Ischaemic heart disease,948.33573,346.4328,1376.87693
Malawi,Both,Lower respiratory infections,1170.28846,173.743,2166.28225
Malawi,Both,Stroke,694.03357,165.76902,1241.12196
Malawi,Both,"Trachea, bronchus, lung cancers",10.66505,1.42322,24.40437
Malawi,Female,Chronic obstructive pulmonary disease,56.36973,6.08879,133.08562
Malawi,Female,Ischaemic heart disease,388.89671,142.06633,564.63433
Malawi,Female,Lower respiratory infections,484.59848,71.94431,897.02421
Malawi,Female,Stroke,323.33067,77.22711,578.20372
Malawi,Female,"Trachea, bronchus, lung cancers",4.2685,0.56962,9.76742
Malawi,Male,Chronic obstructive pulmonary disease,106.05176,11.4552,250.382
Malawi,Male,Ischaemic heart disease,559.43903,204.36647,812.24261
Malawi,Male,Lower respiratory infections,685.68998,101.79869,1269.25804
Malawi,Male,Stroke,370.7029,88.54191,662.91824
Malawi,Male,"Trachea, bronchus, lung cancers",6.39656,0.8536,14.63695
Malaysia,Both,Chronic obstructive pulmonary disease,945.55003,304.97902,1905.75426
Malaysia,Both,Ischaemic heart disease,7805.25859,4992.92957,10057.1629
Malaysia,Both,Lower respiratory infections,4712.81239,2697.98033,6824.86751
Malaysia,Both,Stroke,2898.02403,1454.52283,4384.77436
Malaysia,Both,"Trachea, bronchus, lung cancers",422.56556,232.93693,663.52585
Malaysia,Female,Chronic obstructive pulmonary disease,302.15013,97.45592,608.983
Malaysia,Female,Ischaemic heart disease,2970.30505,1900.06824,3827.27124
Malaysia,Female,Lower respiratory infections,2062.86044,1180.94174,2987.33495
Malaysia,Female,Stroke,1390.26299,697.77519,2103.4986
Malaysia,Female,"Trachea, bronchus, lung cancers",109.50623,60.36471,171.95016
Malaysia,Male,Chronic obstructive pulmonary disease,643.3999,207.5231,1296.77126
Malaysia,Male,Ischaemic heart disease,4834.95354,3092.86134,6229.89166
Malaysia,Male,Lower respiratory infections,2649.95195,1517.03859,3837.53256
Malaysia,Male,Stroke,1507.76104,756.74765,2281.27576
Malaysia,Male,"Trachea, bronchus, lung cancers",313.05933,172.57223,491.57569
Namibia,Both,Chronic obstructive pulmonary disease,41.1139,6.1392,100.3931
Namibia,Both,Ischaemic heart disease,203.85302,105.38862,292.70744
Namibia,Both,Lower respiratory infections,166.45609,47.2489,323.81857
Namibia,Both,Stroke,122.28156,40.94467,220.19099
Namibia,Both,"Trachea, bronchus, lung cancers",3.03779,0.86777,6.35618
Namibia,Female,Chronic obstructive pulmonary disease,15.31786,2.28729,37.4036
Namibia,Female,Ischaemic heart disease,91.89066,47.50594,131.9435
Namibia,Female,Lower respiratory infections,68.30518,19.38857,132.8788
Namibia,Female,Stroke,66.22466,22.17462,119.24998
Namibia,Female,"Trachea, bronchus, lung cancers",1.33363,0.38096,2.79044
